ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
164,センター費,,,,"3 職員手当等
管理職手当
扶養手当
地域手当","88,040
1,420
1,162
5,856","001 一般職 ３４人 268,560
002 パートタイム会計年度任用職員 54,234
(定数)
事務補助 1人
保育士 7人
指導員 1人
看護師 1人
(定数外)
保育士 3人
サポート員 2人
看護師 1人"
164,センター費,,,,住居手当,885,"002 こども発達センター管理費 53,878"
164,センター費,,,,通勤手当,"4,011","001 こども発達センター運営管理事業費 13,718"
164,センター費,,,,特殊勤務手当,"2,328",運営事務費
164,センター費,,,,時間外勤務手,"2,491",無線電波利用負担金 1
164,センター費,,,,当,,"002 こども発達センター施設管理事業費 40,160"
164,センター費,,,,休日勤務手当,50,昇降機更新
164,センター費,,,,期末手当,"40,899",建物、設備修繕
164,センター費,,,,勤勉手当,"28,938",空調設備等保守点検 ほか
164,センター費,,,,4 共済費,"52,003","003 こども発達支援事業費 1,520
001 発達相談事業費 775
発達相談・地域支援"
164,センター費,,,,7 報償費,455,"003 こども発達支援事業費 1,520
001 発達相談事業費 775
発達相談・地域支援"
164,センター費,,,,8 旅費,"1,752","日本理学療法士協会負担金 10
日本作業療法士協会負担金 12"
164,センター費,,,,"費用弁償
普通旅費
特別旅費","1,458
92
202","日本言語聴覚士協会負担金 10
日本公認心理士協会負担金 15
県保健師会負担金 3
会議、研修会出席者負担金 159
002 早期発達支援事業費 745"
164,センター費,,,,10 需用費,"6,690","日本言語聴覚士協会負担金 10
日本公認心理士協会負担金 15
県保健師会負担金 3
会議、研修会出席者負担金 159
002 早期発達支援事業費 745"
165,計,"10,931,297","10,344,870","586,427",,,
166,1 生活保護総,"295,167","285,788","9,379",1 報酬,"千円
33,671","千円
001 給与費 277,913"
166,務費,,,,2 給料,"103,785","001 一般職 ２８人 228,577
002 パートタイム会計年度任用職員 49,336
（定数）
事務補助 4人
就労支援員 3人
生活保護支援員 1人
年金調査支援員 1人
面接相談員 1人
進路選択支援員 1人"
166,務費,,,,"3 職員手当等
管理職手当
扶養手当","94,277
797
2,700","001 一般職 ２８人 228,577
002 パートタイム会計年度任用職員 49,336
（定数）
事務補助 4人
就労支援員 3人
生活保護支援員 1人
年金調査支援員 1人
面接相談員 1人
進路選択支援員 1人"
166,務費,,,,地域手当,"4,292","002 生活保護運営対策費 17,254"
166,務費,,,,住居手当,"1,602","001 生活保護運営対策事業費 16,663"
166,務費,,,,通勤手当,"2,880",最高裁判決を踏まえた追加給付金対応
166,務費,,,,特殊勤務手当,"1,257",生活保護嘱託医委託
166,務費,,,,時間外勤務手,"29,000",医療扶助オンライン資格確認運営負担金 211
166,務費,,,,当,,会議、研修会出席者負担金 4
166,務費,,,,休日勤務手当,50,002 社会福祉統計調査事業費 591
166,務費,,,,期末手当,"30,846",国民生活基礎調査 5調査区
166,務費,,,,勤勉手当,"20,853",
166,務費,,,,4 共済費,"44,852",
166,務費,,,,7 報償費,556,
166,務費,,,,8 旅費,"1,509",
166,務費,,,,費用弁償,"1,362",
166,務費,,,,普通旅費,110,
166,務費,,,,特別旅費,37,
166,務費,,,,10 需用費,"1,618",
166,務費,,,,消耗品費,818,
166,務費,,,,印刷製本費,800,
167,2 扶助費,"3,573,223","3,613,223","△40,000",7 報償費,179,"001 各種扶助費 3,573,223"
167,2 扶助費,"3,573,223","3,613,223","△40,000",8 旅費,13,"001 生活保護扶助費 3,560,001
生活扶助費 1,810人／月"
167,2 扶助費,"3,573,223","3,613,223","△40,000",費用弁償,13,"生活扶助費（追加給付） 600世帯／年
住宅扶助費 1,500世帯／月
教育扶助費 115人／月"
167,2 扶助費,"3,573,223","3,613,223","△40,000",11 役務費,18,"生活扶助費（追加給付） 600世帯／年
住宅扶助費 1,500世帯／月
教育扶助費 115人／月"
167,2 扶助費,"3,573,223","3,613,223","△40,000",,,介護扶助費 480人／月
167,2 扶助費,"3,573,223","3,613,223","△40,000",手数料,18,"医療扶助費 1,750人／月"
167,2 扶助費,"3,573,223","3,613,223","△40,000",19 扶助費,"3,573,012","出産扶助費 5件／年
生業扶助費 40人／月
葬祭扶助費 40件／年"
167,2 扶助費,"3,573,223","3,613,223","△40,000",22 償還金、利子,1,"出産扶助費 5件／年
生業扶助費 40人／月
葬祭扶助費 40件／年"
167,2 扶助費,"3,573,223","3,613,223","△40,000",及び割引料,,施設事務費 28人／月
167,2 扶助費,"3,573,223","3,613,223","△40,000",,,委託事務費 2人／月
167,2 扶助費,"3,573,223","3,613,223","△40,000",,,就労自立給付金 27件／年
168,計,"3,868,390","3,899,011","△30,621",,,
168,1 災害救助費,808,508,300,8 旅費,1,001 災害救助費 808
168,1 災害救助費,808,508,300,,,001 災害救助事業費 808
168,1 災害救助費,808,508,300,普通旅費,1,罹災者見舞金
168,1 災害救助費,808,508,300,10 需用費,7,罹災者見舞金
168,1 災害救助費,808,508,300,消耗品費,7,
168,1 災害救助費,808,508,300,19 扶助費,800,
168,計,808,508,300,,,
169,1 保健衛生総,"865,315","803,429","61,886",1 報酬,"6,086","001 給与費 445,355"
169,務費,,,,2 給料,"226,046",001 健康づくり推進協議会委員 １０人 192
169,務費,,,,3 職員手当等,"138,328","002 一般職 ５７人 436,533
003 パートタイム会計年度任用職員 （保健医療） 3,808"
169,務費,,,,,,（定数）
169,務費,,,,,,事務補助 1人
169,務費,,,,管理職手当,"4,274",
169,務費,,,,,,"004 パートタイム会計年度任用職員 （地域保健） 4,822"
169,務費,,,,扶養手当,"1,882",
169,務費,,,,,,（定数）
169,務費,,,,地域手当,"9,302",看護師 1人
169,務費,,,,住居手当,"2,344","002 保健衛生管理費 30,923"
169,務費,,,,通勤手当,"6,488",001 保健衛生管理費 292
169,務費,,,,時間外勤務手,"16,000",医薬品等備蓄センター運営費負担金 144
169,務費,,,,当,,アイバンク運営費負担金 61
169,務費,,,,休日勤務手当,400,県保健師会負担金 3
169,務費,,,,期末手当,"53,732",会議、研修会出席者負担金 15
169,務費,,,,勤勉手当,"43,906","002 地域医療推進助成費 18,000"
169,務費,,,,4 共済費,"74,795",地域保健医療促進事業協力補助金
169,務費,,,,7 報償費,139,"003 感染症対策費 400
感染症対策消耗品備蓄"
169,務費,,,,8 旅費,312,"004 看護師就業対策事業費 2,546"
169,務費,,,,,,看護師実務研修 5回 延べ100人
169,務費,,,,,,"民間病院等看護職員修学資金 2,450"
169,務費,,,,費用弁償,117,貸与事業費補助金
169,務費,,,,普通旅費,35,"005 災害時医療対策事業費 9,685"
169,務費,,,,特別旅費,160,医療救護所資器材等整備
169,務費,,,,10 需用費,"5,953",歯牙鑑定用資機材整備
169,務費,,,,,,"003 救急医療管理費 366,618"
169,務費,,,,,,"001 救急医療センター運営管理費 303,418"
169,務費,,,,消耗品費,"3,131",
169,務費,,,,,,救急医療センター運営委託（指定管理）
169,務費,,,,燃料費,11,
169,務費,,,,,,超音波画像診断装置借上
169,務費,,,,食糧費,5,
169,務費,,,,,,解析付心電計借上
170,2 予防接種費,"899,458","943,749","△44,291",1 報酬,"10,206","001 給与費 12,187"
170,2 予防接種費,"899,458","943,749","△44,291",3 職員手当等,816,"001 予防接種健康被害調査委員会委員 ４人
120
002 パートタイム会計年度任用職員 12,067"
170,2 予防接種費,"899,458","943,749","△44,291","期末手当
勤勉手当","698
118","（定数）
看護師 1人
（定数外）
看護師 11人"
171,,,,,4 共済費,"千円
665","千円
002 予防接種費 887,271"
171,,,,,7 報償費,30,"001 こども定期予防接種事業費 515,042
ＢＣＧ（乳児） 1,300人
５種混合（乳幼児） 延べ5,320人"
171,,,,,8 旅費,527,"001 こども定期予防接種事業費 515,042
ＢＣＧ（乳児） 1,300人
５種混合（乳幼児） 延べ5,320人"
171,,,,,,,"２種混合（小学生） 1,950人"
171,,,,,費用弁償,507,"ＭＲ第１期 1,400人"
171,,,,,普通旅費,3,"ＭＲ第２期 1,750人"
171,,,,,特別旅費,17,"日本脳炎（乳幼児） 延べ6,900人"
171,,,,,10 需用費,"11,055","日本脳炎（小学生） 2,200人
小児用肺炎球菌 延べ5,200人"
171,,,,,"消耗品費
印刷製本費
医薬材料費","788
824
9,443","子宮頸がん予防 延べ1,600人
水痘（幼児） 延べ2,600人
Ｂ型肝炎（乳児） 延べ3,700人
ロタウイルス 延べ3,500人
ＲＳウイルス（母子免疫） 1,215人"
171,,,,,11 役務費,"4,451","子宮頸がん予防 延べ1,600人
水痘（幼児） 延べ2,600人
Ｂ型肝炎（乳児） 延べ3,700人
ロタウイルス 延べ3,500人
ＲＳウイルス（母子免疫） 1,215人"
171,,,,,,,"こども定期予防接種費補助金 延べ161人 2,454"
171,,,,,通信運搬費,"3,914","002 高齢者等定期予防接種事業費 347,478"
171,,,,,保険料,537,"インフルエンザ（高齢者） 37,400人"
171,,,,,12 委託料,"867,255","高齢者肺炎球菌 1,620人
新型コロナ（高齢者） 8,100人
帯状疱疹（高齢者） 延べ8,900人"
171,,,,,18 負担金、補助,"2,953","高齢者肺炎球菌 1,620人
新型コロナ（高齢者） 8,100人
帯状疱疹（高齢者） 延べ8,900人"
171,,,,,及び交付金,,高齢者定期予防接種費補助金 延べ16人 199
171,,,,,,,"003 その他予防接種事業費 24,751"
171,,,,,補助金,"2,953","インフルエンザ（高校生まで）
延べ18,000人
風しん・ＭＲ 260人"
171,,,,,21 補償、補塡及,"1,500","インフルエンザ（高校生まで）
延べ18,000人
風しん・ＭＲ 260人"
171,,,,,び賠償金,,"おたふくかぜ 1,800人"
171,,,,,,,予防接種健康被害補償金
171,,,,,"補償金及び補
塡金","1,500","こどもインフルエンザ 90
予防接種費補助金 延べ90人"
172,3 動物愛護管,"13,273","14,365","△1,092",1 報酬,"2,632","001 給与費 3,909"
172,理費,,,,3 職員手当等,643,"001 パートタイム会計年度任用職員 3,909
（定数）
事務補助 1人"
172,理費,,,,期末手当,550,"002 動物愛護管理費 9,364"
172,理費,,,,勤勉手当,93,"001 動物愛護管理費 9,364"
172,理費,,,,4 共済費,534,"犬の登録及び狂犬病予防注射済票交付
ペット同行避難啓発
猫の去勢・避妊手術補助金 4,000"
172,理費,,,,8 旅費,105,"犬の登録及び狂犬病予防注射済票交付
ペット同行避難啓発
猫の去勢・避妊手術補助金 4,000"
172,理費,,,,,,猫の適正管理推進モデル事業補助金 200
172,理費,,,,費用弁償,100,動物愛護事業補助金 5団体 700
172,理費,,,,普通旅費,5,県動物保護協会負担金 348
172,理費,,,,10 需用費,720,県動物保護協会負担金 348
172,理費,,,,消耗品費,400,
172,理費,,,,印刷製本費,320,
172,理費,,,,11 役務費,"3,031",
172,理費,,,,通信運搬費,"1,700",
172,理費,,,,手数料,"1,331",
172,理費,,,,12 委託料,360,
172,理費,,,,18 負担金、補助,"5,248",
172,理費,,,,及び交付金,,
172,理費,,,,負担金,348,
173,4 保健活動費,"563,424","549,755","13,669",1 報酬,"20,225","001 給与費 25,209"
173,4 保健活動費,"563,424","549,755","13,669",3 職員手当等,"2,188","001 自殺対策推進会議委員 ８人
56
002 パートタイム会計年度任用職員 （健康政策） 3,628"
173,4 保健活動費,"563,424","549,755","13,669",期末手当,"1,872","（定数）
事務補助 1人"
173,4 保健活動費,"563,424","549,755","13,669",勤勉手当,316,"003 パートタイム会計年度任用職員 （地域保健） 21,525"
173,4 保健活動費,"563,424","549,755","13,669",4 共済費,"1,521","（定数外）
歯科衛生士 7人
保健師 6人
看護師 4人
栄養士 4人
保育士 4人
助産師 2人
002 健康教育・相談費 2,873"
173,4 保健活動費,"563,424","549,755","13,669",7 報償費,"5,126","（定数外）
歯科衛生士 7人
保健師 6人
看護師 4人
栄養士 4人
保育士 4人
助産師 2人
002 健康教育・相談費 2,873"
173,4 保健活動費,"563,424","549,755","13,669",8 旅費,"1,464","（定数外）
歯科衛生士 7人
保健師 6人
看護師 4人
栄養士 4人
保育士 4人
助産師 2人
002 健康教育・相談費 2,873"
173,4 保健活動費,"563,424","549,755","13,669","費用弁償
普通旅費
特別旅費","1,297
34
133","001 健康教育事業費 485
生活習慣病等予防教育
地区健康教育活動
ふじ職域健康リーダー事業
会議、研修会出席者負担金 28"
173,4 保健活動費,"563,424","549,755","13,669",10 需用費,"11,631","001 健康教育事業費 485
生活習慣病等予防教育
地区健康教育活動
ふじ職域健康リーダー事業
会議、研修会出席者負担金 28"
173,4 保健活動費,"563,424","549,755","13,669",,,"002 健康相談事業費 1,147"
173,4 保健活動費,"563,424","549,755","13,669",消耗品費,"3,542",生活習慣改善等健康相談
173,4 保健活動費,"563,424","549,755","13,669",燃料費,110,まちの保健室事業
173,4 保健活動費,"563,424","549,755","13,669",食糧費,7,災害時健康相談用資材
173,4 保健活動費,"563,424","549,755","13,669",印刷製本費,"7,009","003 自殺予防対策事業費 1,241"
173,4 保健活動費,"563,424","549,755","13,669",修繕料,90,相談事業
173,4 保健活動費,"563,424","549,755","13,669",医薬材料費,873,こころのゲートキーパー養成
173,4 保健活動費,"563,424","549,755","13,669",11 役務費,"20,549","普及啓発活動
新睡眠キャンペーン啓発"
173,4 保健活動費,"563,424","549,755","13,669","通信運搬費
手数料
保険料","20,440
41
68","うつ病家族講座
自殺対策推進会議開催
災害時メンタルヘルス対策"
174,,,,,12 委託料,"千円
437,774","千円
003 健康診査費 244,775"
174,,,,,"13 使用料及び賃
借料",640,"001 健康診査事業費 9,515
生活保護受給者等健康診査 132人
肝炎ウイルス検診 1,350人
002 がん検診事業費 134,197"
174,,,,,17 備品購入費,605,"001 健康診査事業費 9,515
生活保護受給者等健康診査 132人
肝炎ウイルス検診 1,350人
002 がん検診事業費 134,197"
174,,,,,"18 負担金、補助
及び交付金","61,542","胃がんリスク検診 645人
胃部エックス線検診 900人
胃内視鏡検診 2,500人"
174,,,,,"負担金
補助金","290
61,252","肺がん検診 7,723人
大腸がん検診 13,435人
前立腺がん検診 2,350人
県対がん協会負担金 130"
174,,,,,19 扶助費,154,"肺がん検診 7,723人
大腸がん検診 13,435人
前立腺がん検診 2,350人
県対がん協会負担金 130"
174,,,,,"22 償還金、利子
及び割引料",5,"003 女性特有のがん検診事業費 101,063
子宮がん検診 9,785人
ＨＰＶ検査 930人"
174,,,,,,,"乳がん検診 5,700人"
174,,,,,,,"004 母子保健費 281,093"
174,,,,,,,"001 妊産婦保健事業費 63,340"
174,,,,,,,お母さんお父さん教室 24回
174,,,,,,,子育て交流会
174,,,,,,,プレコンセプションケア健康診査 162人
174,,,,,,,"一般不妊治療費補助金 64人 3,107"
174,,,,,,,"生殖補助医療費補助金 245人 51,889"
174,,,,,,,"不育治療費補助金 7人
178"
174,,,,,,,"002 妊産婦支援事業費 174,065"
174,,,,,,,妊産婦避難所資器材等整備
174,,,,,,,"母子健康手帳交付 1,350人"
174,,,,,,,"妊婦健康診査 16回 1,300人"
174,,,,,,,"多胎妊婦健康診査 5回
2人"
175,,,,,,千円,"千円
妊婦歯科健康診査 1回
650人"
175,,,,,,,"産婦健康診査 2回
1,200人"
175,,,,,,,"新生児聴覚スクリーニング検査 1,150人"
175,,,,,,,産後ケア事業
175,,,,,,,宿泊型 124日
175,,,,,,,日帰り型 348日
175,,,,,,,日帰り型2時間 286日
175,,,,,,,訪問型 484日
175,,,,,,,産後ケア事業初回無料チケット 306人
175,,,,,,,産前産後サポート事業 5か所 204回
175,,,,,,,家事育児サポート事業
175,,,,,,,多胎妊婦交流会
175,,,,,,,特定妊婦等交通費支援事業 5人
175,,,,,,,"妊産婦健康診査補助金 2,467
妊婦健診 74人
産婦健診 77人"
175,,,,,,,"新生児等聴覚 200
スクリーニング検査補助金 47人"
175,,,,,,,003 思春期保健事業費 52
175,,,,,,,思春期講座
175,,,,,,,思春期講座サポーター養成事業
175,,,,,,,会議、研修会出席者負担金 37
175,,,,,,,"004 乳幼児健康診査事業費 39,997"
175,,,,,,,"1か月児健康診査 1,300人"
175,,,,,,,"4か月児・10か月児健康診査 2,530人"
175,,,,,,,1歳6か月児健康診査 32回
175,,,,,,,3歳児健康診査 35回
175,,,,,,,5歳児健康診査 40回
175,,,,,,,健診事後おやこ相談 40回
175,,,,,,,健診事後おやこ教室 12回
175,,,,,,,乳児健康診査費補助金 60人 387
176,5 健康ふじ,"16,901","20,834","△3,933",1 報酬,354,001 給与費 354
176,２１推進費,,,,7 報償費,775,"001 食育推進会議委員 １５人 354
002 食育推進費 3,864
001 食育推進事業費 3,864"
176,２１推進費,,,,8 旅費,116,"001 食育推進会議委員 １５人 354
002 食育推進費 3,864
001 食育推進事業費 3,864"
176,２１推進費,,,,,,第4次富士山おむすび計画の推進
176,２１推進費,,,,費用弁償,35,小中学生栄養調査
177,6 指定難病等,"30,090","30,188",△98,10 需用費,99,"001 指定難病等対策費 30,090"
177,対策費,,,,,,"001 指定難病等対策事業費 30,090"
177,対策費,,,,印刷製本費,99,指定難病等患者・小児慢性特定疾病患者
177,対策費,,,,12 委託料,"1,141","療養扶助費
一律支給 年額10,000円
入院15日以上 月額10,000円
入院14日以下 月額 5,000円
難病患者介護家族リフレッシュ事業
小児慢性特定疾病児童日常生活用具給付"
177,対策費,,,,"18 負担金、補助
及び交付金",920,"療養扶助費
一律支給 年額10,000円
入院15日以上 月額10,000円
入院14日以下 月額 5,000円
難病患者介護家族リフレッシュ事業
小児慢性特定疾病児童日常生活用具給付"
177,対策費,,,,補助金,920,難病団体援護活動費補助金 500
178,7 環境衛生費,"97,479","78,129","19,350",1 報酬,"2,724","001 給与費 4,004"
178,7 環境衛生費,"97,479","78,129","19,350",3 職員手当等,665,"001 パートタイム会計年度任用職員 4,004
（定数）
事務補助 １人"
178,7 環境衛生費,"97,479","78,129","19,350",期末手当,569,"002 防疫対策費 3,542"
178,7 環境衛生費,"97,479","78,129","19,350",勤勉手当,96,"001 衛生害虫対策事業費 3,534"
178,7 環境衛生費,"97,479","78,129","19,350",4 共済費,537,"脱皮阻害剤配布
会議、研修会出席者負担金 20
002 防疫消毒事業費 8"
178,7 環境衛生費,"97,479","78,129","19,350",8 旅費,170,"脱皮阻害剤配布
会議、研修会出席者負担金 20
002 防疫消毒事業費 8"
178,7 環境衛生費,"97,479","78,129","19,350",,,消毒資材購入
178,7 環境衛生費,"97,479","78,129","19,350",費用弁償,78,"003 簡易水道対策費 87,445"
178,7 環境衛生費,"97,479","78,129","19,350",普通旅費,42,"001 簡易水道管理費 1,521"
178,7 環境衛生費,"97,479","78,129","19,350",特別旅費,50,簡易水道施設等水質検査
178,7 環境衛生費,"97,479","78,129","19,350",10 需用費,"3,528","会議、研修会出席者負担金 5
002 簡易水道統合推進事業費 85,924"
178,7 環境衛生費,"97,479","78,129","19,350",消耗品費,"3,528","給水装置工事申請受付業務
簡易水道統合事業費助成金 1,377
簡易水道データ入力業務負担金 6,479"
178,7 環境衛生費,"97,479","78,129","19,350",11 役務費,16,"給水装置工事申請受付業務
簡易水道統合事業費助成金 1,377
簡易水道データ入力業務負担金 6,479"
178,7 環境衛生費,"97,479","78,129","19,350",,,"量水器修繕負担金 2,682"
178,7 環境衛生費,"97,479","78,129","19,350",通信運搬費,16,"配水施設監視装置設置等負担金 64,735"
178,7 環境衛生費,"97,479","78,129","19,350",12 委託料,"7,616","簡易水道料金徴収業務準備負担金 4,475
004 環境衛生団体助成費 2,410
001 環境衛生団体助成費 2,410"
178,7 環境衛生費,"97,479","78,129","19,350",18 負担金、補助,"82,223","簡易水道料金徴収業務準備負担金 4,475
004 環境衛生団体助成費 2,410
001 環境衛生団体助成費 2,410"
178,7 環境衛生費,"97,479","78,129","19,350",及び交付金,,"環境衛生自治推進事業補助金 2,250"
178,7 環境衛生費,"97,479","78,129","19,350",,,食品衛生啓発事業補助金 160
178,7 環境衛生費,"97,479","78,129","19,350",負担金,"78,436",005 墓地対策費 78
178,7 環境衛生費,"97,479","78,129","19,350",補助金,"3,787",001 墓地管理事業費 78
178,7 環境衛生費,"97,479","78,129","19,350",,,会議、研修会出席者負担金 40
179,8 森林墓園費,"39,614","30,990","8,624",1 報酬,"千円
6,870","千円
001 給与費 10,610"
179,8 森林墓園費,"39,614","30,990","8,624","3 職員手当等
期末手当","1,678
1,436","001 パートタイム会計年度任用職員 10,610
（定数）
事務補助 2人
（定数外）
事務補助 1人"
179,8 森林墓園費,"39,614","30,990","8,624",勤勉手当,242,"002 森林墓園管理事業費 29,004"
179,8 森林墓園費,"39,614","30,990","8,624",4 共済費,"1,421","001 森林墓園運営管理費 29,004
普通墓所 3,500区画 芝生墓所 1,500区画
（使用承認済）
普通墓所 3,412区画 芝生墓所 1,482区画"
179,8 森林墓園費,"39,614","30,990","8,624",8 旅費,643,"001 森林墓園運営管理費 29,004
普通墓所 3,500区画 芝生墓所 1,500区画
（使用承認済）
普通墓所 3,412区画 芝生墓所 1,482区画"
179,8 森林墓園費,"39,614","30,990","8,624",,,"合葬式墓所 5,000体"
179,8 森林墓園費,"39,614","30,990","8,624",費用弁償,641,運営管理、清掃等施設維持
179,8 森林墓園費,"39,614","30,990","8,624",普通旅費,2,
179,8 森林墓園費,"39,614","30,990","8,624",10 需用費,"3,926",
179,8 森林墓園費,"39,614","30,990","8,624",消耗品費,994,
179,8 森林墓園費,"39,614","30,990","8,624",燃料費,287,
179,8 森林墓園費,"39,614","30,990","8,624",印刷製本費,145,
179,8 森林墓園費,"39,614","30,990","8,624",光熱水費,"1,500",
179,8 森林墓園費,"39,614","30,990","8,624",修繕料,"1,000",
179,8 森林墓園費,"39,614","30,990","8,624",11 役務費,767,
179,8 森林墓園費,"39,614","30,990","8,624",通信運搬費,660,
179,8 森林墓園費,"39,614","30,990","8,624",自動車損害保,107,
179,8 森林墓園費,"39,614","30,990","8,624",険料,,
179,8 森林墓園費,"39,614","30,990","8,624",12 委託料,"23,546",
179,8 森林墓園費,"39,614","30,990","8,624",13 使用料及び賃,763,
179,8 森林墓園費,"39,614","30,990","8,624",借料,,
180,9 斎場費,"148,803","135,546","13,257",1 報酬,"33,640","001 給与費 56,223"
180,9 斎場費,"148,803","135,546","13,257",2 給料,"4,402","001 一般職 １人
8,808
002 パートタイム会計年度任用職員 47,415
（定数）
斎場業務員 7人
（定数外）
斎場業務員 1人
002 斎場運営費 92,580
001 斎場運営管理費 60,472
施設の運営及び霊柩車運転管理
授乳室・キッズコーナー整備
002 斎場施設管理費 32,108
修繕、設備保守管理 ほか"
180,9 斎場費,"148,803","135,546","13,257","3 職員手当等
管理職手当
地域手当
通勤手当
期末手当
勤勉手当","9,733
623
201
180
6,860
1,869","001 一般職 １人
8,808
002 パートタイム会計年度任用職員 47,415
（定数）
斎場業務員 7人
（定数外）
斎場業務員 1人
002 斎場運営費 92,580
001 斎場運営管理費 60,472
施設の運営及び霊柩車運転管理
授乳室・キッズコーナー整備
002 斎場施設管理費 32,108
修繕、設備保守管理 ほか"
180,9 斎場費,"148,803","135,546","13,257",4 共済費,"7,546","001 一般職 １人
8,808
002 パートタイム会計年度任用職員 47,415
（定数）
斎場業務員 7人
（定数外）
斎場業務員 1人
002 斎場運営費 92,580
001 斎場運営管理費 60,472
施設の運営及び霊柩車運転管理
授乳室・キッズコーナー整備
002 斎場施設管理費 32,108
修繕、設備保守管理 ほか"
180,9 斎場費,"148,803","135,546","13,257",8 旅費,903,"001 一般職 １人
8,808
002 パートタイム会計年度任用職員 47,415
（定数）
斎場業務員 7人
（定数外）
斎場業務員 1人
002 斎場運営費 92,580
001 斎場運営管理費 60,472
施設の運営及び霊柩車運転管理
授乳室・キッズコーナー整備
002 斎場施設管理費 32,108
修繕、設備保守管理 ほか"
180,9 斎場費,"148,803","135,546","13,257",費用弁償,902,
180,9 斎場費,"148,803","135,546","13,257",普通旅費,1,
180,9 斎場費,"148,803","135,546","13,257",10 需用費,"56,820",
180,9 斎場費,"148,803","135,546","13,257",消耗品費,"2,716",
180,9 斎場費,"148,803","135,546","13,257",燃料費,"17,117",
180,9 斎場費,"148,803","135,546","13,257",印刷製本費,17,
180,9 斎場費,"148,803","135,546","13,257",光熱水費,"10,876",
180,9 斎場費,"148,803","135,546","13,257",修繕料,"26,094",
180,9 斎場費,"148,803","135,546","13,257",11 役務費,105,
180,9 斎場費,"148,803","135,546","13,257",通信運搬費,72,
180,9 斎場費,"148,803","135,546","13,257",手数料,33,
180,9 斎場費,"148,803","135,546","13,257",12 委託料,"32,750",
181,10 フィランセ,"135,677","135,302",375,1 報酬,"8,263","001 給与費 12,188"
181,費,,,,"3 職員手当等
期末手当
勤勉手当","2,020
1,729
291","001 パートタイム会計年度任用職員 12,188
（定数）
事務補助 2人
一般事務 1人
002 フィランセ費 123,489
001 フィランセ運営管理費 61,453
警備、清掃、緑地管理 ほか"
181,費,,,,4 共済費,"1,585","001 パートタイム会計年度任用職員 12,188
（定数）
事務補助 2人
一般事務 1人
002 フィランセ費 123,489
001 フィランセ運営管理費 61,453
警備、清掃、緑地管理 ほか"
181,費,,,,8 旅費,320,"会議、研修会出席者負担金 8
002 フィランセ施設管理費 62,036"
181,費,,,,費用弁償,320,"空調設備ＥＳＣＯ事業
フィランセ用地・駐車場用地借上
各種設備保守点検 ほか"
181,費,,,,10 需用費,"19,529","空調設備ＥＳＣＯ事業
フィランセ用地・駐車場用地借上
各種設備保守点検 ほか"
181,費,,,,消耗品費,692,
181,費,,,,燃料費,34,
181,費,,,,印刷製本費,633,
181,費,,,,光熱水費,"15,020",
181,費,,,,修繕料,"3,150",
181,費,,,,11 役務費,"2,461",
181,費,,,,通信運搬費,"1,934",
181,費,,,,手数料,527,
181,費,,,,12 委託料,"79,890",
182,11 看護専門学,"239,270","260,595","△21,325",1 報酬,"6,886","001 給与費 188,287"
182,校費,,,,2 給料,"89,467","001 一般職 １８人 178,277"
182,校費,,,,"3 職員手当等
管理職手当","60,147
2,240","002 パートタイム会計年度任用職員 10,010
（定数）
事務補助 1人
教務補助 1人
（定数外）
事務補助（司書） 1人
実習指導教員 1人"
182,校費,,,,扶養手当,"2,232",
182,校費,,,,,,"002 看護専門学校管理費 50,983"
182,校費,,,,地域手当,"3,760",
182,校費,,,,,,"001 看護専門学校教育事業費 23,355"
182,校費,,,,住居手当,546,
182,校費,,,,,,学生 3学年 各40人 （定員 120人）
182,校費,,,,通勤手当,"1,969",
182,校費,,,,,,日本看護協会負担金 75
182,校費,,,,時間外勤務手,"8,437",
182,校費,,,,,,日本看護学教育学会負担金 53
182,校費,,,,当,,
182,校費,,,,,,日本精神科看護協会負担金 5
182,校費,,,,休日勤務手当,50,
182,校費,,,,,,日本母性看護学会負担金 4
182,校費,,,,期末手当,"22,905",
182,校費,,,,,,県自治体立看護学校協議会負担金 25
182,校費,,,,勤勉手当,"18,008",
182,校費,,,,4 共済費,"31,447","日本看護学校協議会負担金 50
東海北陸地区自治体立看護学校 10
協議会負担金
教務主任養成講習会受講者負担金 273"
182,校費,,,,7 報償費,"8,995","日本看護学校協議会負担金 50
東海北陸地区自治体立看護学校 10
協議会負担金
教務主任養成講習会受講者負担金 273"
182,校費,,,,8 旅費,"2,054",会議、研修会出席者負担金 264
182,校費,,,,,,"002 看護専門学校運営管理費 12,594"
182,校費,,,,,,学生募集
183,計,"3,049,304","3,002,882","46,422",,,
184,1 清掃総務費,"602,842","578,944","23,898",1 報酬,262,"001 給与費 460,961"
184,1 清掃総務費,"602,842","578,944","23,898",2 給料,"233,620",001 廃棄物減量化等推進審議会委員 １５人 262
184,1 清掃総務費,"602,842","578,944","23,898",3 職員手当等,"148,517","002 一般職 ５５人 460,699
002 ごみ処理計画推進費 28,317"
184,1 清掃総務費,"602,842","578,944","23,898",,,"001 ごみ処理計画推進事業費 23,599"
184,1 清掃総務費,"602,842","578,944","23,898",管理職手当,"1,594",ごみ処理に関する啓発
184,1 清掃総務費,"602,842","578,944","23,898",扶養手当,"5,112","（市民協働事業提案制度）
リサイクル施設親子探検ツアー"
184,1 清掃総務費,"602,842","578,944","23,898",地域手当,"9,613",
