ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
244,目,本年度予算額,前年度予算額,"比
較",通勤手当,"1,451","003 市街地整備費 2,063,093"
244,目,本年度予算額,前年度予算額,"比
較",特殊勤務手当,50,"001 新富士駅周辺Ｂ地区整備推進費 97,538"
244,目,本年度予算額,前年度予算額,"比
較",時間外勤務手,"5,000",柳島広町９号線整備事業
244,目,本年度予算額,前年度予算額,"比
較",当,,道路工 Ｌ＝60ｍ
244,目,本年度予算額,前年度予算額,"比
較",休日勤務手当,50,用地・路線測量
244,目,本年度予算額,前年度予算額,"比
較",期末手当,"16,713",道路設計
244,目,本年度予算額,前年度予算額,"比
較",勤勉手当,"13,089",用地取得 Ａ＝105㎡
244,目,本年度予算額,前年度予算額,"比
較",4 共済費,"22,479","会議、研修会出席者負担金 123
002 市街地再開発事業促進費 1,957,798
富士駅北口駅前広場整備事業"
244,目,本年度予算額,前年度予算額,"比
較",8 旅費,932,"会議、研修会出席者負担金 123
002 市街地再開発事業促進費 1,957,798
富士駅北口駅前広場整備事業"
244,目,本年度予算額,前年度予算額,"比
較",,,ペデストリアンデッキ詳細設計
244,目,本年度予算額,前年度予算額,"比
較",費用弁償,128,駅前広場詳細設計
244,目,本年度予算額,前年度予算額,"比
較",普通旅費,538,既存ペデストリアンデッキ解体 ほか
244,目,本年度予算額,前年度予算額,"比
較",特別旅費,266,富士駅北口第一地区再開発事業
244,目,本年度予算額,前年度予算額,"比
較",10 需用費,"1,748","保留床取得 Ａ＝1,227㎡
富士駅北口第一地区市街地再開発 775,322
事業補助金"
244,,千円,千円,千円,"消耗品費
印刷製本費","730
1,018","防災・省エネまちづくり緊急促進 24,820
事業補助金
県事業負担金（富士停車場厚原線） 15％負担
10,800"
244,,千円,千円,千円,11 役務費,"1,881","防災・省エネまちづくり緊急促進 24,820
事業補助金
県事業負担金（富士停車場厚原線） 15％負担
10,800"
244,,千円,千円,千円,,,"003 まちなか拠点形成事業費 7,757"
244,,千円,千円,千円,通信運搬費,418,（仮称）吉原まちなか未来ビジョン策定 ほか
244,,千円,千円,千円,手数料,"1,463","004 土地区画整理事業特別会計繰出金 680,370"
244,,千円,千円,千円,12 委託料,"401,447","001 新富士駅南地区土地区画整理事業特別会計繰出金
680,370"
245,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
245,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
245,目,本年度予算額,前年度予算額,"比
較",13 使用料及び賃,"千円
45,722","千円
005 土地区画整理費 19,573"
245,目,本年度予算額,前年度予算額,"比
較",借料,,"001 土地区画整理事業費 19,573"
245,目,本年度予算額,前年度予算額,"比
較",14 工事請負費,"282,548","第二東名ＩＣ周辺地区土地区画整理事業に係る
清算金徴収・交付事務 ほか"
245,目,本年度予算額,前年度予算額,"比
較",16 公有財産購入,"240,422","第二東名ＩＣ周辺地区土地区画整理事業に係る
清算金徴収・交付事務 ほか"
245,目,本年度予算額,前年度予算額,"比
較",費,,
245,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,"811,115",
245,目,本年度予算額,前年度予算額,"比
較",及び交付金,,
245,目,本年度予算額,前年度予算額,"比
較",負担金,"10,973",
245,目,本年度予算額,前年度予算額,"比
較",補助金,"800,142",
245,目,本年度予算額,前年度予算額,"比
較",21 補償、補塡及,"297,315",
245,目,本年度予算額,前年度予算額,"比
較",び賠償金,,
245,目,本年度予算額,前年度予算額,"比
較",補償金及び補,"297,315",
245,,千円,千円,千円,塡金,,
245,,千円,千円,千円,27 繰出金,"680,370",
245,,千円,千円,千円,1 報酬,"7,770","001 給与費 11,176"
245,,千円,千円,千円,3 職員手当等,"1,824","001 建築審査会委員 ５人
170
002 景観審議会委員 １１人 131"
245,5 建築指導費,"253,668","299,244","△45,576","期末手当
勤勉手当","1,561
263","003 パートタイム会計年度任用職員 10,875
（定数）
事務補助 3人"
245,5 建築指導費,"253,668","299,244","△45,576",4 共済費,"1,460","002 建築確認費 2,539
001 建築確認事業費 2,539
建築計画概要書デジタルデータ移行"
245,5 建築指導費,"253,668","299,244","△45,576",8 旅費,588,"002 建築確認費 2,539
001 建築確認事業費 2,539
建築計画概要書デジタルデータ移行"
245,5 建築指導費,"253,668","299,244","△45,576",,,擁壁管理台帳デジタルデータ移行
245,5 建築指導費,"253,668","299,244","△45,576",費用弁償,266,"003 建築指導費 2,923"
246,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
246,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
246,目,本年度予算額,前年度予算額,"比
較",,千円,千円
246,目,本年度予算額,前年度予算額,"比
較",普通旅費,68,"001 建築指導事業費 2,643"
246,目,本年度予算額,前年度予算額,"比
較",特別旅費,254,建築指導事務
246,目,本年度予算額,前年度予算額,"比
較",10 需用費,"1,316","建築物吹付アスベスト対策事業費補助金 1,700
分析調査 2件
除去等 2件"
246,目,本年度予算額,前年度予算額,"比
較","消耗品費
食糧費
印刷製本費","524
4
788","日本建築行政会議負担金 100
県建築行政連絡会議負担金 20
会議、研修会出席者負担金 182
002 建築審査会費 280
全国建築審査会協議会負担金 48"
246,目,本年度予算額,前年度予算額,"比
較",11 役務費,183,"日本建築行政会議負担金 100
県建築行政連絡会議負担金 20
会議、研修会出席者負担金 182
002 建築審査会費 280
全国建築審査会協議会負担金 48"
246,目,本年度予算額,前年度予算額,"比
較",,,会議、研修会出席者負担金 47
246,目,本年度予算額,前年度予算額,"比
較",手数料,10,"004 ＴＯＵＫＡＩ－０推進費 134,476"
246,目,本年度予算額,前年度予算額,"比
較",保険料,173,"001 既存建築物耐震性向上事業費 1,324"
246,目,本年度予算額,前年度予算額,"比
較",12 委託料,"38,824","既存建築物耐震性向上事業費補助金 1,300
非木造建築物（耐震診断） 3棟"
246,目,本年度予算額,前年度予算額,"比
較","13 使用料及び賃
借料","1,861","002 ブロック塀等耐震改修促進事業費 11,352
ブロック塀等耐震改修促進事業費補助金 11,100
撤去（通学路・避難路等） 40件
撤去（その他） 50件
改善（通学路・避難路等） 3件
003 耐震補強事業費 121,800
木造住宅等耐震補強事業費補助金 120,000
補強計画一体型 120戸
耐震シェルター・防災ベッド 1,800
設置事業費補助金
耐震シェルター
一般世帯 1台
高齢者世帯等 1台
防災ベッド
一般世帯 1台
高齢者世帯等 1台"
246,目,本年度予算額,前年度予算額,"比
較",14 工事請負費,"55,000","002 ブロック塀等耐震改修促進事業費 11,352
ブロック塀等耐震改修促進事業費補助金 11,100
撤去（通学路・避難路等） 40件
撤去（その他） 50件
改善（通学路・避難路等） 3件
003 耐震補強事業費 121,800
木造住宅等耐震補強事業費補助金 120,000
補強計画一体型 120戸
耐震シェルター・防災ベッド 1,800
設置事業費補助金
耐震シェルター
一般世帯 1台
高齢者世帯等 1台
防災ベッド
一般世帯 1台
高齢者世帯等 1台"
246,目,本年度予算額,前年度予算額,"比
較",15 原材料費,496,"002 ブロック塀等耐震改修促進事業費 11,352
ブロック塀等耐震改修促進事業費補助金 11,100
撤去（通学路・避難路等） 40件
撤去（その他） 50件
改善（通学路・避難路等） 3件
003 耐震補強事業費 121,800
木造住宅等耐震補強事業費補助金 120,000
補強計画一体型 120戸
耐震シェルター・防災ベッド 1,800
設置事業費補助金
耐震シェルター
一般世帯 1台
高齢者世帯等 1台
防災ベッド
一般世帯 1台
高齢者世帯等 1台"
246,,千円,千円,千円,17 備品購入費,42,"002 ブロック塀等耐震改修促進事業費 11,352
ブロック塀等耐震改修促進事業費補助金 11,100
撤去（通学路・避難路等） 40件
撤去（その他） 50件
改善（通学路・避難路等） 3件
003 耐震補強事業費 121,800
木造住宅等耐震補強事業費補助金 120,000
補強計画一体型 120戸
耐震シェルター・防災ベッド 1,800
設置事業費補助金
耐震シェルター
一般世帯 1台
高齢者世帯等 1台
防災ベッド
一般世帯 1台
高齢者世帯等 1台"
246,,千円,千円,千円,"18 負担金、補助
及び交付金","141,286","002 ブロック塀等耐震改修促進事業費 11,352
ブロック塀等耐震改修促進事業費補助金 11,100
撤去（通学路・避難路等） 40件
撤去（その他） 50件
改善（通学路・避難路等） 3件
003 耐震補強事業費 121,800
木造住宅等耐震補強事業費補助金 120,000
補強計画一体型 120戸
耐震シェルター・防災ベッド 1,800
設置事業費補助金
耐震シェルター
一般世帯 1台
高齢者世帯等 1台
防災ベッド
一般世帯 1台
高齢者世帯等 1台"
246,,千円,千円,千円,負担金,417,"005 狭あい道路拡幅整備費 102,227"
246,,千円,千円,千円,補助金,"140,869","001 狭あい道路拡幅整備事業費 101,908"
246,,千円,千円,千円,"21 補償、補塡及
び賠償金","3,018","狭あい道路測量・登記・工事
狭あい道路拡幅整備助成金 4,969
002 指定道路図・道路調書作成事業費 319"
247,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
247,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
247,目,本年度予算額,前年度予算額,"比
較",補償金及び補,"千円
3,018","千円
指定道路情報更新"
247,目,本年度予算額,前年度予算額,"比
較",塡金,,006 景観形成費 327
247,目,本年度予算額,前年度予算額,"比
較",,,001 景観審議会費 37
247,目,本年度予算額,前年度予算額,"比
較",,,002 景観形成事業費 93
247,目,本年度予算額,前年度予算額,"比
較",,,中部地方都市美協議会負担金 20
247,目,本年度予算額,前年度予算額,"比
較",,,003 屋外広告物管理事業費 197
247,目,本年度予算額,前年度予算額,"比
較",,,屋外広告物に関する審査・指導・啓発
247,目,本年度予算額,前年度予算額,"比
較",1 報酬,"3,022","001 給与費 4,174"
247,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,647,"001 開発審査会委員 ５人
300
002 パートタイム会計年度任用職員 3,874"
247,目,本年度予算額,前年度予算額,"比
較",期末手当,553,"(定数)
一般事務 1人"
247,目,本年度予算額,前年度予算額,"比
較",勤勉手当,94,"002 土地利用対策費 3,800"
247,目,本年度予算額,前年度予算額,"比
較",4 共済費,505,"001 土地利用対策費 3,800
土地利用事業に関する審査・指導
埋立て等事業地土壌検査及び定期パトロール"
247,,千円,千円,千円,8 旅費,181,"001 土地利用対策費 3,800
土地利用事業に関する審査・指導
埋立て等事業地土壌検査及び定期パトロール"
247,,千円,千円,千円,,,埋立て等事業地監視用ドローン活用
247,,千円,千円,千円,費用弁償,11,市条例違反埋立て等事業地監視カメラ活用
247,,千円,千円,千円,普通旅費,71,会議、研修会出席者負担金 341
247,,千円,千円,千円,特別旅費,99,003 開発行為管理費 772
247,6 土地対策費,"8,814","7,421","1,393",10 需用費,564,"001 開発行為管理費 772
会議、研修会出席者負担金 79"
247,6 土地対策費,"8,814","7,421","1,393","消耗品費
食糧費","389
4","004 開発審査会費 68
001 開発審査会費 68"
247,6 土地対策費,"8,814","7,421","1,393",印刷製本費,171,
247,6 土地対策費,"8,814","7,421","1,393",11 役務費,89,
247,6 土地対策費,"8,814","7,421","1,393",手数料,61,
248,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
248,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
248,目,本年度予算額,前年度予算額,"比
較",保険料,"千円
28",千円
248,目,本年度予算額,前年度予算額,"比
較",12 委託料,"2,906",千円
248,目,本年度予算額,前年度予算額,"比
較",13 使用料及び賃,402,千円
