ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
157,2 障害者医療,"629,824","637,729","△7,905",19 扶助費,"578,145","003 重症心身障害者等介護手当費 6,960
001 重症心身障害者等介護手当費 6,960
対象者 116人
004 精神障害者医療費 20,280"
157,2 障害者医療,"629,824","637,729","△7,905",20 貸付金,"1,000","001 精神障害者医療扶助費 20,280
対象件数 1,197件"
157,手当給付費,,,,,,"005 重度心身障害児等福祉手当費 6,480"
157,手当給付費,,,,,,"001 重度心身障害児等福祉手当費 6,480"
157,手当給付費,,,,,,重度心身障害児 54人
158,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
158,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
158,目,本年度予算額,前年度予算額,"比
較",,千円,千円
158,目,本年度予算額,前年度予算額,"比
較",,,"006 心身障害者扶養共済事業費 33,487"
158,目,本年度予算額,前年度予算額,"比
較",,,"001 心身障害者扶養共済事業費 33,487"
158,目,本年度予算額,前年度予算額,"比
較",,,"心身障害者扶養共済制度給付金 28,570
年金受給者 101人"
158,目,本年度予算額,前年度予算額,"比
較",,,"心身障害者扶養共済制度掛金 4,917
加入者（掛金減免者を除く） 18人"
158,目,本年度予算額,前年度予算額,"比
較",1 報酬,"7,243","001 給与費 9,758"
158,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,"1,255","001 障害支援区分認定等審査会委員 １０人 1,610"
158,目,本年度予算額,前年度予算額,"比
較",,,審査会開催 16回
158,目,本年度予算額,前年度予算額,"比
較",,,"002 パートタイム会計年度任用職員 8,148"
158,目,本年度予算額,前年度予算額,"比
較",期末手当,"1,074",
158,目,本年度予算額,前年度予算額,"比
較",勤勉手当,181,"（定数）
手話通訳者 1人
（定数外）
ことばの相談室相談員 1人"
158,目,本年度予算額,前年度予算額,"比
較",4 共済費,"1,060",
158,目,本年度予算額,前年度予算額,"比
較",7 報償費,"3,107","002 認定等審査会費 3,168
001 障害支援区分認定事務費 3,168"
158,目,本年度予算額,前年度予算額,"比
較",8 旅費,261,主治医意見書 540件
158,目,本年度予算額,前年度予算額,"比
較",,,認定調査委託件数 54件
158,目,本年度予算額,前年度予算額,"比
較",,,"003 自立支援事業費 6,812"
158,,千円,千円,千円,費用弁償,212,
158,,千円,千円,千円,,,"001 総合支援法施行事務費 6,812"
158,,千円,千円,千円,普通旅費,35,
158,,千円,千円,千円,,,"国保連審査支払件数 3,000件／月"
158,,千円,千円,千円,特別旅費,14,
158,3 障害者自立,"9,448,249","8,929,730","518,519",10 需用費,214,"障害者週間記念事業
自立支援協議会研修事業"
158,3 障害者自立,"9,448,249","8,929,730","518,519",,,基幹相談支援センター研修事業
158,3 障害者自立,"9,448,249","8,929,730","518,519",消耗品費,184,障害者差別解消法啓発事業
158,3 障害者自立,"9,448,249","8,929,730","518,519",印刷製本費,30,"004 介護給付費 3,146,790"
158,3 障害者自立,"9,448,249","8,929,730","518,519",11 役務費,"9,927","001 在宅支援事業費 2,673,298"
158,3 障害者自立,"9,448,249","8,929,730","518,519",,,居宅介護（身体介護・家事援助等） 277人
158,支援費,,,,,,重度訪問介護 22人
158,支援費,,,,通信運搬費,"1,811",
158,支援費,,,,,,行動援護 23人
158,支援費,,,,手数料,"8,101",
158,支援費,,,,,,同行援護 51人
158,支援費,,,,保険料,15,
159,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
159,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
159,目,本年度予算額,前年度予算額,"比
較",12 委託料,"千円
45,253","千円
療養介護 26人"
159,目,本年度予算額,前年度予算額,"比
較","13 使用料及び賃
借料","1,469","生活介護 547人
短期入所 135人
高額障害福祉サービス等給付費
計画相談支援 ほか"
159,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,865,"生活介護 547人
短期入所 135人
高額障害福祉サービス等給付費
計画相談支援 ほか"
159,目,本年度予算額,前年度予算額,"比
較",及び交付金,,"在宅重症心身障害児者短期入所利用 158
確保補助金"
159,目,本年度予算額,前年度予算額,"比
較","負担金
補助金","57
808","002 施設支援事業費 473,492
施設入所支援 218人
特定障害者特別給付（施設入所） 217人
005 訓練等給付費 3,319,557"
159,目,本年度予算額,前年度予算額,"比
較",19 扶助費,"9,377,288","002 施設支援事業費 473,492
施設入所支援 218人
特定障害者特別給付（施設入所） 217人
005 訓練等給付費 3,319,557"
159,目,本年度予算額,前年度予算額,"比
較","22 償還金、利子
及び割引料",307,"001 訓練等事業費 3,319,557
自立訓練
生活訓練 45人
機能訓練 5人
宿泊型自立訓練 1人"
159,目,本年度予算額,前年度予算額,"比
較",,,就労移行支援 85人
159,目,本年度予算額,前年度予算額,"比
較",,,就労継続支援Ａ型 155人
159,目,本年度予算額,前年度予算額,"比
較",,,就労継続支援Ｂ型 894人
159,目,本年度予算額,前年度予算額,"比
較",,,自立生活援助 1人
159,目,本年度予算額,前年度予算額,"比
較",,,就労定着支援 37人
159,目,本年度予算額,前年度予算額,"比
較",,,就労選択支援 17人
159,目,本年度予算額,前年度予算額,"比
較",,,共同生活援助（グループホーム） 357人
159,目,本年度予算額,前年度予算額,"比
較",,,"特定障害者特別給付
（共同生活援助家賃） 354人"
159,目,本年度予算額,前年度予算額,"比
較",,,過年度分国庫・県負担金返還金
159,,千円,千円,千円,,,"006 障害児通所給付費 2,503,492"
159,,千円,千円,千円,,,"001 障害児通所事業費 2,503,492"
159,,千円,千円,千円,,,"国保連審査支払件数 1,450件／月"
159,,千円,千円,千円,,,児童発達支援 225人
159,,千円,千円,千円,,,"放課後等デイサービス 1,092人"
159,,千円,千円,千円,,,保育所等訪問支援 9人
160,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
160,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
160,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
高額障害児通所給付費"
160,目,本年度予算額,前年度予算額,"比
較",,,障害児計画相談支援
160,目,本年度予算額,前年度予算額,"比
較",,,"007 自立支援医療費 185,516"
160,目,本年度予算額,前年度予算額,"比
較",,,"001 更生医療費 185,105"
160,目,本年度予算額,前年度予算額,"比
較",,,"対象件数 2,035件"
160,目,本年度予算額,前年度予算額,"比
較",,,002 育成医療費 411
160,目,本年度予算額,前年度予算額,"比
較",,,対象件数 20件
160,目,本年度予算額,前年度予算額,"比
較",,,"008 補装具費 48,000"
160,目,本年度予算額,前年度予算額,"比
較",,,"001 補装具給付費 48,000"
160,目,本年度予算額,前年度予算額,"比
較",,,補装具 交付･修理･貸与 365件
160,目,本年度予算額,前年度予算額,"比
較",,,"009 地域生活支援費 225,156"
160,目,本年度予算額,前年度予算額,"比
較",,,"001 相談支援等事業費 36,622"
160,目,本年度予算額,前年度予算額,"比
較",,,障害者相談支援事業 6事業所
160,目,本年度予算額,前年度予算額,"比
較",,,地域生活支援拠点等コーディネート事業
160,目,本年度予算額,前年度予算額,"比
較",,,成年後見制度利用支援事業
160,目,本年度予算額,前年度予算額,"比
較",,,審判請求 3件
160,目,本年度予算額,前年度予算額,"比
較",,,報酬費用助成 6件
160,目,本年度予算額,前年度予算額,"比
較",,,会議、研修会出席者負担金 57
160,目,本年度予算額,前年度予算額,"比
較",,,"002 地域生活支援事業費 101,037"
160,目,本年度予算額,前年度予算額,"比
較",,,訪問入浴 12人
160,目,本年度予算額,前年度予算額,"比
較",,,"地域活動支援ｾﾝﾀｰ 14事業所 延べ14,940人"
160,,千円,千円,千円,,,"日中一時支援 3,384件"
160,,千円,千円,千円,,,居室確保事業 28日
160,,千円,千円,千円,,,"003 社会参加促進支援事業費 26,497"
160,,千円,千円,千円,,,障害者移動支援 88人
160,,千円,千円,千円,,,カルチャー講座 華道、茶道、料理など全9講座
160,,千円,千円,千円,,,福祉機器リサイクル事業
160,,千円,千円,千円,,,心身障害児（者）ふれあい交流事業
160,,千円,千円,千円,,,障害福祉ポータルサイト運営事業
161,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
161,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
161,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
音声行政情報提供事業"
161,目,本年度予算額,前年度予算額,"比
較",,,奉仕員等養成事業 2事業
161,目,本年度予算額,前年度予算額,"比
較",,,手話言語普及啓発事業
161,目,本年度予算額,前年度予算額,"比
較",,,芸術文化活動促進事業
161,目,本年度予算額,前年度予算額,"比
較",,,"身体障害者自動車運転免許取得費 650
及び自動車改造費補助金 7件"
161,目,本年度予算額,前年度予算額,"比
較",,,"004 日常生活用具給付事業費 61,000"
161,目,本年度予算額,前年度予算額,"比
較",,,"日常生活用具給付件数 5,578件"
161,目,本年度予算額,前年度予算額,"比
較",7 報償費,714,"001 障害者援護活動費 60,555"
161,目,本年度予算額,前年度予算額,"比
較",8 旅費,44,"001 援護活動事業費 84
県精神保健福祉士協会負担金 4"
161,目,本年度予算額,前年度予算額,"比
較",普通旅費,44,"県保健師会負担金 3
002 障害者相談員事業費 727
身体障害者相談員 10人"
161,目,本年度予算額,前年度予算額,"比
較",10 需用費,749,"県保健師会負担金 3
002 障害者相談員事業費 727
身体障害者相談員 10人"
161,,千円,千円,千円,,,知的障害者相談員 16人
161,,千円,千円,千円,消耗品費,33,精神障害者相談員 3人
161,,千円,千円,千円,印刷製本費,101,"003 地域生活安全事業費 26,034"
161,,千円,千円,千円,修繕料,615,緊急通報システム 4世帯
161,4 障害者援護,"60,555","60,156",399,11 役務費,13,"重度身体障害児（者）紙おむつ支給 250人
重度障害者タクシー利用助成 330件／月"
161,4 障害者援護,"60,555","60,156",399,通信運搬費,13,"人工呼吸器用外部バッテリー 6件
災害情報受信関連機器 1件
ライフサポート事業
ヘルパー派遣 52時間
短期入所（日帰り利用） 3,324時間
短期入所（宿泊利用） 2回
デイサービス 180時間
児童用補聴器 7件"
161,4 障害者援護,"60,555","60,156",399,12 委託料,"34,268","人工呼吸器用外部バッテリー 6件
災害情報受信関連機器 1件
ライフサポート事業
ヘルパー派遣 52時間
短期入所（日帰り利用） 3,324時間
短期入所（宿泊利用） 2回
デイサービス 180時間
児童用補聴器 7件"
161,4 障害者援護,"60,555","60,156",399,"18 負担金、補助
及び交付金",767,"人工呼吸器用外部バッテリー 6件
災害情報受信関連機器 1件
ライフサポート事業
ヘルパー派遣 52時間
短期入所（日帰り利用） 3,324時間
短期入所（宿泊利用） 2回
デイサービス 180時間
児童用補聴器 7件"
161,事業費,,,,,,障害者配食サービス事業 22人
161,事業費,,,,負担金,7,"004 入居支援事業費 29,215"
161,事業費,,,,補助金,760,あおぞら寮（指定管理）
161,事業費,,,,,,そびな寮（指定管理）
162,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
162,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
162,目,本年度予算額,前年度予算額,"比
較",,千円,千円
162,目,本年度予算額,前年度予算額,"比
較",19 扶助費,"24,000","005 就労機能パワーアップ事業費 3,735"
162,目,本年度予算額,前年度予算額,"比
較",,,就労支援コーディネーター 2人
162,目,本年度予算額,前年度予算額,"比
較",,,006 援護助成費 760
162,目,本年度予算額,前年度予算額,"比
較",,,身体障害者福祉会補助金 300
162,目,本年度予算額,前年度予算額,"比
較",,,福祉団体スポーツレクリエーション 100
162,目,本年度予算額,前年度予算額,"比
較",,,大会事業費補助金
162,目,本年度予算額,前年度予算額,"比
較",,,共生社会促進事業補助金 100
162,目,本年度予算額,前年度予算額,"比
較",,,精神障害者自立支援事業補助金 100
162,目,本年度予算額,前年度予算額,"比
較",,,障害者機能回復訓練支援事業補助金 160
162,目,本年度予算額,前年度予算額,"比
較",1 報酬,"9,469","001 給与費 237,274"
162,目,本年度予算額,前年度予算額,"比
較",2 給料,"107,653","001 一般職 １８人 161,776"
162,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,"80,689","002 フルタイム会計年度任用職員 １１人 61,199
指導員 11人"
162,目,本年度予算額,前年度予算額,"比
較",,,"003 パートタイム会計年度任用職員 14,299"
162,目,本年度予算額,前年度予算額,"比
較","管理職手当
扶養手当
地域手当","623
1,716
4,400","（定数）
事務補助 1人
看護師 1人
業務員 1人
（定数外）
業務員 1人"
162,目,本年度予算額,前年度予算額,"比
較",住居手当,552,
162,目,本年度予算額,前年度予算額,"比
較",,,"002 ふじやま学園管理費 144,567"
162,,千円,千円,千円,通勤手当,"4,619",
162,,千円,千円,千円,,,"001 ふじやま学園運営管理事業費 32,347"
162,,千円,千円,千円,特殊勤務手当,"2,200",
162,,千円,千円,千円,,,入所定員 50人（18歳未満児）
162,,千円,千円,千円,時間外勤務手,"10,163",
162,,千円,千円,千円,,,県知的障害者福祉協会負担金 135
162,5 障害児入所,"381,841","341,485","40,356",当,,
162,5 障害児入所,"381,841","341,485","40,356",,,県・市社会福祉協議会負担金 18
162,5 障害児入所,"381,841","341,485","40,356",休日勤務手当,"4,500",
162,5 障害児入所,"381,841","341,485","40,356",,,その他各種団体負担金等 17
162,5 障害児入所,"381,841","341,485","40,356",夜間勤務手当,"1,200",
162,5 障害児入所,"381,841","341,485","40,356",,,会議、研修会出席者負担金 114
162,施設費,,,,宿日直手当,"7,500",
162,施設費,,,,,,002 ふじやま学園短期入所事業費 434
162,施設費,,,,期末手当,"26,977",
162,施設費,,,,勤勉手当,"16,239","短期入所・日中一時支援事業利用者
延べ 2,494人"
162,施設費,,,,4 共済費,"38,837",会議、研修会出席者負担金 20
162,施設費,,,,,,"003 ふじやま学園施設管理事業費 58,578"
163,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
163,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
163,目,本年度予算額,前年度予算額,"比
較",7 報償費,"千円
8","千円
食堂等空調設備改修"
163,目,本年度予算額,前年度予算額,"比
較",8 旅費,805,"建物、設備修繕
空調設備等保守点検 ほか"
163,目,本年度予算額,前年度予算額,"比
較","費用弁償
普通旅費
特別旅費","626
66
113","004 ふじやま学園給食事業費 52,494
調理業務
県給食協会負担金 12
県栄養士会負担金 8
005 ふじやま学園健康管理事業費 492"
163,目,本年度予算額,前年度予算額,"比
較",10 需用費,"90,529","004 ふじやま学園給食事業費 52,494
調理業務
県給食協会負担金 12
県栄養士会負担金 8
005 ふじやま学園健康管理事業費 492"
163,目,本年度予算額,前年度予算額,"比
較",,,健康管理、感染症予防対策 ほか
163,目,本年度予算額,前年度予算額,"比
較",消耗品費,"2,156",006 計画相談事業費 222
163,目,本年度予算額,前年度予算額,"比
較",燃料費,"3,483",サービス等及び障害児支援利用計画作成
163,目,本年度予算額,前年度予算額,"比
較",印刷製本費,215,会議、研修会出席者負担金 128
163,目,本年度予算額,前年度予算額,"比
較",光熱水費,"14,500",
163,目,本年度予算額,前年度予算額,"比
較",修繕料,"48,547",
163,目,本年度予算額,前年度予算額,"比
較",賄材料費,"21,451",
163,目,本年度予算額,前年度予算額,"比
較",医薬材料費,177,
163,目,本年度予算額,前年度予算額,"比
較",11 役務費,"1,900",
163,目,本年度予算額,前年度予算額,"比
較",通信運搬費,399,
163,目,本年度予算額,前年度予算額,"比
較",手数料,890,
163,目,本年度予算額,前年度予算額,"比
較",保険料,611,
163,,千円,千円,千円,12 委託料,"33,774",
163,,千円,千円,千円,13 使用料及び賃,"1,461",
163,,千円,千円,千円,借料,,
163,,千円,千円,千円,17 備品購入費,"7,569",
163,,千円,千円,千円,18 負担金、補助,452,
163,,千円,千円,千円,及び交付金,,
164,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
164,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
164,目,本年度予算額,前年度予算額,"比
較",負担金,"千円
452",千円
164,目,本年度予算額,前年度予算額,"比
較",19 扶助費,"8,695",千円
164,目,本年度予算額,前年度予算額,"比
較",1 報酬,"37,591","001 給与費 322,794"
164,目,本年度予算額,前年度予算額,"比
較",2 給料,"143,706","001 一般職 ３４人 268,560
002 パートタイム会計年度任用職員 54,234
(定数)
事務補助 1人
保育士 7人
指導員 1人
看護師 1人
(定数外)
保育士 3人
サポート員 2人
看護師 1人"
164,目,本年度予算額,前年度予算額,"比
較","3 職員手当等
管理職手当
扶養手当
地域手当","88,040
1,420
1,162
5,856","001 一般職 ３４人 268,560
002 パートタイム会計年度任用職員 54,234
(定数)
事務補助 1人
保育士 7人
指導員 1人
看護師 1人
(定数外)
保育士 3人
サポート員 2人
看護師 1人"
164,目,本年度予算額,前年度予算額,"比
較",住居手当,885,"002 こども発達センター管理費 53,878"
164,目,本年度予算額,前年度予算額,"比
較",通勤手当,"4,011","001 こども発達センター運営管理事業費 13,718"
164,目,本年度予算額,前年度予算額,"比
較",特殊勤務手当,"2,328",運営事務費
164,,千円,千円,千円,時間外勤務手,"2,491",無線電波利用負担金 1
164,,千円,千円,千円,当,,"002 こども発達センター施設管理事業費 40,160"
164,,千円,千円,千円,休日勤務手当,50,昇降機更新
164,6 こども発達,"400,856","369,192","31,664",期末手当,"40,899",建物、設備修繕
164,6 こども発達,"400,856","369,192","31,664",勤勉手当,"28,938",空調設備等保守点検 ほか
164,6 こども発達,"400,856","369,192","31,664",4 共済費,"52,003","003 こども発達支援事業費 1,520
001 発達相談事業費 775
発達相談・地域支援"
164,6 こども発達,"400,856","369,192","31,664",7 報償費,455,"003 こども発達支援事業費 1,520
001 発達相談事業費 775
発達相談・地域支援"
164,センター費,,,,8 旅費,"1,752","日本理学療法士協会負担金 10
日本作業療法士協会負担金 12"
164,センター費,,,,"費用弁償
普通旅費
特別旅費","1,458
92
202","日本言語聴覚士協会負担金 10
日本公認心理士協会負担金 15
県保健師会負担金 3
会議、研修会出席者負担金 159
002 早期発達支援事業費 745"
164,センター費,,,,10 需用費,"6,690","日本言語聴覚士協会負担金 10
日本公認心理士協会負担金 15
県保健師会負担金 3
会議、研修会出席者負担金 159
002 早期発達支援事業費 745"
165,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
165,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
165,目,本年度予算額,前年度予算額,"比
較",消耗品費,"千円
1,472","千円
早期発達支援・医療相談・保健相談"
165,目,本年度予算額,前年度予算額,"比
較",食糧費,9,"004 みはら園管理費 22,664"
165,目,本年度予算額,前年度予算額,"比
較",印刷製本費,254,"001 みはら園運営管理事業費 4,093"
165,目,本年度予算額,前年度予算額,"比
較",光熱水費,"3,500",対象者 就学前の幼児
165,目,本年度予算額,前年度予算額,"比
較",修繕料,"1,222",通園児生活支援
165,目,本年度予算額,前年度予算額,"比
較",賄材料費,178,家族支援・地域連携
165,目,本年度予算額,前年度予算額,"比
較",医薬材料費,55,医療的ケア児支援事業
165,目,本年度予算額,前年度予算額,"比
較",11 役務費,"1,141","通所支援システム導入
県知的障害者福祉協会負担金 101"
165,目,本年度予算額,前年度予算額,"比
較","通信運搬費
手数料
保険料","800
209
132","県・市社会福祉協議会負担金 18
東部児童福祉施設長連絡会負担金 12
富士圏域社会福祉施設長会負担金 5
会議、研修会出席者負担金 161
002 みはら園給食事業費 18,571"
165,目,本年度予算額,前年度予算額,"比
較",12 委託料,"33,025","県・市社会福祉協議会負担金 18
東部児童福祉施設長連絡会負担金 12
富士圏域社会福祉施設長会負担金 5
会議、研修会出席者負担金 161
002 みはら園給食事業費 18,571"
165,,千円,千円,千円,"13 使用料及び賃
借料",994,"給食管理
県給食協会負担金 12
県栄養士会負担金 8
会議、研修会出席者負担金 22"
165,,千円,千円,千円,14 工事請負費,"34,108","給食管理
県給食協会負担金 12
県栄養士会負担金 8
会議、研修会出席者負担金 22"
165,,千円,千円,千円,15 原材料費,28,"給食管理
県給食協会負担金 12
県栄養士会負担金 8
会議、研修会出席者負担金 22"
165,,千円,千円,千円,17 備品購入費,774,"給食管理
県給食協会負担金 12
県栄養士会負担金 8
会議、研修会出席者負担金 22"
165,計,"10,931,297","10,344,870","586,427",18 負担金、補助,549,"給食管理
県給食協会負担金 12
県栄養士会負担金 8
会議、研修会出席者負担金 22"
165,計,"10,931,297","10,344,870","586,427",及び交付金,,
165,計,"10,931,297","10,344,870","586,427",負担金,549,
166,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
166,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
166,目,本年度予算額,前年度予算額,"比
較",1 報酬,"千円
33,671","千円
001 給与費 277,913"
166,目,本年度予算額,前年度予算額,"比
較",2 給料,"103,785","001 一般職 ２８人 228,577
002 パートタイム会計年度任用職員 49,336
（定数）
事務補助 4人
就労支援員 3人
生活保護支援員 1人
年金調査支援員 1人
面接相談員 1人
進路選択支援員 1人"
166,目,本年度予算額,前年度予算額,"比
較","3 職員手当等
管理職手当
扶養手当","94,277
797
2,700","001 一般職 ２８人 228,577
002 パートタイム会計年度任用職員 49,336
（定数）
事務補助 4人
就労支援員 3人
生活保護支援員 1人
年金調査支援員 1人
面接相談員 1人
進路選択支援員 1人"
166,目,本年度予算額,前年度予算額,"比
較",地域手当,"4,292","002 生活保護運営対策費 17,254"
166,目,本年度予算額,前年度予算額,"比
較",住居手当,"1,602","001 生活保護運営対策事業費 16,663"
166,目,本年度予算額,前年度予算額,"比
較",通勤手当,"2,880",最高裁判決を踏まえた追加給付金対応
166,目,本年度予算額,前年度予算額,"比
較",特殊勤務手当,"1,257",生活保護嘱託医委託
166,目,本年度予算額,前年度予算額,"比
較",時間外勤務手,"29,000",医療扶助オンライン資格確認運営負担金 211
166,目,本年度予算額,前年度予算額,"比
較",当,,会議、研修会出席者負担金 4
166,目,本年度予算額,前年度予算額,"比
較",休日勤務手当,50,002 社会福祉統計調査事業費 591
166,,千円,千円,千円,期末手当,"30,846",国民生活基礎調査 5調査区
166,,千円,千円,千円,勤勉手当,"20,853",
166,,千円,千円,千円,4 共済費,"44,852",
166,1 生活保護総,"295,167","285,788","9,379",7 報償費,556,
166,1 生活保護総,"295,167","285,788","9,379",8 旅費,"1,509",
166,1 生活保護総,"295,167","285,788","9,379",費用弁償,"1,362",
166,1 生活保護総,"295,167","285,788","9,379",普通旅費,110,
166,務費,,,,特別旅費,37,
166,務費,,,,10 需用費,"1,618",
166,務費,,,,消耗品費,818,
166,務費,,,,印刷製本費,800,
167,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
167,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
167,目,本年度予算額,前年度予算額,"比
較",11 役務費,"千円
8,630",千円
167,目,本年度予算額,前年度予算額,"比
較",通信運搬費,"5,630",
167,目,本年度予算額,前年度予算額,"比
較",手数料,"3,000",
167,目,本年度予算額,前年度予算額,"比
較",12 委託料,"5,770",
167,目,本年度予算額,前年度予算額,"比
較",13 使用料及び賃,283,
167,目,本年度予算額,前年度予算額,"比
較",借料,,
167,目,本年度予算額,前年度予算額,"比
較",18 負担金、補助,215,
167,目,本年度予算額,前年度予算額,"比
較",及び交付金,,
167,目,本年度予算額,前年度予算額,"比
較",負担金,215,
167,目,本年度予算額,前年度予算額,"比
較",22 償還金、利子,1,
167,目,本年度予算額,前年度予算額,"比
較",及び割引料,,
167,目,本年度予算額,前年度予算額,"比
較",7 報償費,179,"001 各種扶助費 3,573,223"
167,,千円,千円,千円,8 旅費,13,"001 生活保護扶助費 3,560,001
生活扶助費 1,810人／月"
167,,千円,千円,千円,費用弁償,13,"生活扶助費（追加給付） 600世帯／年
住宅扶助費 1,500世帯／月
教育扶助費 115人／月"
167,,千円,千円,千円,11 役務費,18,"生活扶助費（追加給付） 600世帯／年
住宅扶助費 1,500世帯／月
教育扶助費 115人／月"
167,,千円,千円,千円,,,介護扶助費 480人／月
167,,千円,千円,千円,手数料,18,"医療扶助費 1,750人／月"
167,2 扶助費,"3,573,223","3,613,223","△40,000",19 扶助費,"3,573,012","出産扶助費 5件／年
生業扶助費 40人／月
葬祭扶助費 40件／年"
167,2 扶助費,"3,573,223","3,613,223","△40,000",22 償還金、利子,1,"出産扶助費 5件／年
生業扶助費 40人／月
葬祭扶助費 40件／年"
167,2 扶助費,"3,573,223","3,613,223","△40,000",及び割引料,,施設事務費 28人／月
167,2 扶助費,"3,573,223","3,613,223","△40,000",,,委託事務費 2人／月
167,2 扶助費,"3,573,223","3,613,223","△40,000",,,就労自立給付金 27件／年
168,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
168,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
168,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
進学・就職準備給付金 11件／年"
168,目,本年度予算額,前年度予算額,"比
較",,,"002 中国残留邦人生活支援給付費 13,222"
168,目,本年度予算額,前年度予算額,"比
較",,,生活支援給付費 4世帯／月
168,目,本年度予算額,前年度予算額,"比
較",,,生活支援給付費（追加給付） 5世帯／年
168,目,本年度予算額,前年度予算額,"比
較",,,住宅支援給付費 3世帯／月
168,,千円,千円,千円,,,医療支援給付費 4人／月
168,,千円,千円,千円,,,介護支援給付費 2人／月
168,計,"3,868,390","3,899,011","△30,621",,,配偶者支援給付金 2人／月
168,1 災害救助費,808,508,300,8 旅費,1,001 災害救助費 808
168,1 災害救助費,808,508,300,,,001 災害救助事業費 808
168,1 災害救助費,808,508,300,普通旅費,1,罹災者見舞金
168,計,808,508,300,10 需用費,7,罹災者見舞金
168,計,808,508,300,消耗品費,7,
168,計,808,508,300,19 扶助費,800,
169,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
169,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
169,目,本年度予算額,前年度予算額,"比
較",,千円,千円
169,目,本年度予算額,前年度予算額,"比
較",1 報酬,"6,086","001 給与費 445,355"
169,目,本年度予算額,前年度予算額,"比
較",2 給料,"226,046",001 健康づくり推進協議会委員 １０人 192
169,目,本年度予算額,前年度予算額,"比
較",3 職員手当等,"138,328","002 一般職 ５７人 436,533
003 パートタイム会計年度任用職員 （保健医療） 3,808"
169,目,本年度予算額,前年度予算額,"比
較",,,（定数）
169,目,本年度予算額,前年度予算額,"比
較",,,事務補助 1人
169,目,本年度予算額,前年度予算額,"比
較",管理職手当,"4,274",
169,目,本年度予算額,前年度予算額,"比
較",,,"004 パートタイム会計年度任用職員 （地域保健） 4,822"
169,目,本年度予算額,前年度予算額,"比
較",扶養手当,"1,882",
169,目,本年度予算額,前年度予算額,"比
較",,,（定数）
169,目,本年度予算額,前年度予算額,"比
較",地域手当,"9,302",看護師 1人
169,目,本年度予算額,前年度予算額,"比
較",住居手当,"2,344","002 保健衛生管理費 30,923"
169,目,本年度予算額,前年度予算額,"比
較",通勤手当,"6,488",001 保健衛生管理費 292
169,目,本年度予算額,前年度予算額,"比
較",時間外勤務手,"16,000",医薬品等備蓄センター運営費負担金 144
169,目,本年度予算額,前年度予算額,"比
較",当,,アイバンク運営費負担金 61
169,目,本年度予算額,前年度予算額,"比
較",休日勤務手当,400,県保健師会負担金 3
169,目,本年度予算額,前年度予算額,"比
較",期末手当,"53,732",会議、研修会出席者負担金 15
169,,千円,千円,千円,勤勉手当,"43,906","002 地域医療推進助成費 18,000"
169,,千円,千円,千円,4 共済費,"74,795",地域保健医療促進事業協力補助金
169,,千円,千円,千円,7 報償費,139,"003 感染症対策費 400
感染症対策消耗品備蓄"
169,,千円,千円,千円,8 旅費,312,"004 看護師就業対策事業費 2,546"
169,,千円,千円,千円,,,看護師実務研修 5回 延べ100人
169,,千円,千円,千円,,,"民間病院等看護職員修学資金 2,450"
169,1 保健衛生総,"865,315","803,429","61,886",費用弁償,117,貸与事業費補助金
169,1 保健衛生総,"865,315","803,429","61,886",普通旅費,35,"005 災害時医療対策事業費 9,685"
169,1 保健衛生総,"865,315","803,429","61,886",特別旅費,160,医療救護所資器材等整備
169,1 保健衛生総,"865,315","803,429","61,886",10 需用費,"5,953",歯牙鑑定用資機材整備
