款,項,目,節,説明,R6,R7,R8,補足_R6,補足_R7,補足_R8
,災害救助費,,,,508,,808,,,
,,災害救助費,,,508,,808,,,
,,,旅費,,1,,1,,,
,,,,消耗品費,7,,,備考: 19 扶助費 500,,
,,,需用費,,,,7,,,
,,,扶助費,,,,800,,,
,民生費,,,,,45000000,,,,
,,民生費,,,,45000000,,,,
,,,民生費,,,45000000,,,,
衛生費,,,,,9518662,12000000,10396106,,,
,保健衛生費,,,,2704012,,3049304,,,
,,保健衛生総,,,814040,,,,,
,,,報酬,,8146,,,,,
,,,職員手当等,,121736,,,,,
,,,報償費,,56,,,,,
,,,,民間病院等看護職員修学資金,600,,,,,
,,,旅費,,573,,,,,
,,,,消耗品費,2803,,,備考: 医用画像保管装置借上,,
,,,,燃料費,11,,,備考: 医療事務システム借上,,
,,,,食糧費,5,,,備考: 生体情報モニター借上,,
,,予防接種費,,,777358,,899458,,,
,,,報酬,,9275,,10206,,,
,,,,期末手当,575,,,"備考: 001 定期予防接種事業費 604,034",,
,,,,勤勉手当,71,,,"備考: ＢＣＧ（乳児） 1,500人",,
,,,共済費,,605,,665,,,
,,,職員手当等,,,,816,,,
,,,報償費,,,,30,,,
,,,旅費,,,,527,,,
,,,需用費,,,,11055,,,
,,,役務費,,,,4451,,,
,,,委託料,,,,867255,,,
,,,負担金、補助及び交付金,,,,2953,,,
,,,補償、補填及び賠償金,,,,1500,,,
,,動物愛護管,,,10637,,,,,
,,,報酬,,2311,,,,,
,,,,期末手当,465,,,備考: 犬の登録及び狂犬病予防注射済票交付,,
,,,,勤勉手当,57,,,,,
,,,,猫の去勢・避妊手術補助金,2850,,,,,
,,,共済費,,479,,,,,
,,,,県動物保護協会負担金,348,,,備考: 8 旅費 151,,
,,,,費用弁償,146,,,,,
,,,,普通旅費,5,,,備考: 10 需用費 613,,
,,,,消耗品費,346,,,,,
,,,,印刷製本費,267,,,"備考: 11 役務費 2,627",,
,,,,通信運搬費,1197,,,,,
,,,,手数料,1430,,,"備考: 12 委託料 136 18 負担金、補助 3,798 及び交付金",,
,,,,負担金,348,,,,,
,,,,補助金,3450,,,,,
,,保健活動費,,,540225,,563424,,,
,,,報酬,,15906,,20225,,,
,,,職員手当等,,,,2188,,,
,,,共済費,,,,1521,,,
,,,報償費,,,,5126,,,
,,,旅費,,,,1464,,,
,,,需用費,,,,11631,,,
,,,役務費,,,,20549,,,
,,,委託料,,,,437774,,,
,,,使用料及び賃借料,,,,640,,,
,,,備品購入費,,,,605,,,
,,,負担金、補助及び交付金,,,,61542,,,
,,,扶助費,,,,154,,,
,,,償還金、利子及び割引料,,,,5,,,
,,健康ふじ,,,16136,,,,,
,,,報酬,,354,,,,,
,,,旅費,,85,,,,,
,,,需用費,,2002,,,,,
,,,,消耗品費,1302,,,,,
,,,,会議、研修会出席者負担金,40,,,,,
,,,,食糧費,10,,,"備考: 003 健康ふじ２１推進費 11,979",,
,,,,印刷製本費,690,,,備考: 001 健康ふじ２１計画推進事業費 305,,
,,指定難病等,,,31913,,,,,
,,,需用費,,101,,,,,
,,,委託料,,2767,,,,,
,,,,難病団体援護活動費補助金,500,,,,,
,,,,補助金,1130,,,"備考: 骨髄移植ドナー支援奨励金 3件 630 19 扶助費 27,915",,
,,環境衛生費,,,10588,,97479,,,
,,,報酬,,2224,,2724,,,
,,,,期末手当,446,,,備考: 脱皮阻害剤配布,,
,,,,勤勉手当,55,,,,,
,,,,会議、研修会出席者負担金,20,,,,,
,,,職員手当等,,,,665,,,
,,,共済費,,,,537,,,
,,,旅費,,,,170,,,
,,,需用費,,,,3528,,,
,,,役務費,,,,16,,,
,,,委託料,,,,7616,,,
,,,負担金、補助及び交付金,,,,82223,,,
,,斎場費,,,121283,,148803,,,
,,,報酬,,26614,,33640,,,
,,,職員手当等,,6920,,9733,,,
,,,,期末手当,5073,,,,,
,,,給料,,,,4402,,,
,,,共済費,,,,7546,,,
,,,旅費,,,,903,,,
,,,需用費,,,,56820,,,
,,,役務費,,,,105,,,
,,,委託料,,,,32750,,,
,,,使用料及び賃借料,,,,1092,,,
,,,工事請負費,,,,734,,,
,,,備品購入費,,,,1078,,,
,,フィランセ,,,131153,,,,,
,,,報酬,,4452,,,,,
,,,,期末手当,893,,,備考: 警備、清掃、緑地管理 ほか,,
,,,,勤勉手当,110,,,,,
,,,,会議、研修会出席者負担金,4,,,,,
,,,共済費,,924,,,,,
,,看護専門学,,,220725,,,,,
,,,報酬,,4230,,,,,
,,,職員手当等,,51548,,,,,
,,保健衛生総務費,,,,,865315,,,
,,,報酬,,,,6086,,,
,,,給料,,,,226046,,,
,,,職員手当等,,,,138328,,,
,,,共済費,,,,74795,,,
,,,報償費,,,,139,,,
,,,旅費,,,,312,,,
,,,需用費,,,,5953,,,
,,,役務費,,,,509,,,
,,,委託料,,,,369624,,,
,,,使用料及び賃借料,,,,10821,,,
,,,備品購入費,,,,2312,,,
,,,負担金、補助及び交付金,,,,30390,,,
,,動物愛護管理費,,,,,13273,,,
,,,報酬,,,,2632,,,
,,,職員手当等,,,,643,,,
,,,共済費,,,,534,,,
,,,旅費,,,,105,,,
,,,需用費,,,,720,,,
,,,役務費,,,,3031,,,
,,,委託料,,,,360,,,
,,,負担金、補助及び交付金,,,,5248,,,
,,健康ふじ21推進費,,,,,16901,,,
,,,報酬,,,,354,,,
,,,報償費,,,,775,,,
,,,旅費,,,,116,,,
,,,需用費,,,,2604,,,
,,,役務費,,,,1777,,,
,,,委託料,,,,11224,,,
,,,負担金、補助及び交付金,,,,51,,,
,,指定難病等対策費,,,,,30090,,,
,,,需用費,,,,99,,,
,,,委託料,,,,1141,,,
,,,負担金、補助及び交付金,,,,920,,,
,,,扶助費,,,,27930,,,
,,森林墓園費,,,,,39614,,,
,,,報酬,,,,6870,,,
,,,職員手当等,,,,1678,,,
,,,共済費,,,,1421,,,
,,,旅費,,,,643,,,
,,,需用費,,,,3926,,,
,,,役務費,,,,767,,,
,,,委託料,,,,23546,,,
,,,使用料及び賃借料,,,,763,,,
,,フィランセ費,,,,,135677,,,
,,,報酬,,,,8263,,,
,,,職員手当等,,,,2020,,,
,,,共済費,,,,1585,,,
,,,旅費,,,,320,,,
,,,需用費,,,,19529,,,
,,,役務費,,,,2461,,,
,,,委託料,,,,79890,,,
,,,使用料及び賃借料,,,,21353,,,
,,,備品購入費,,,,248,,,
,,,負担金、補助及び交付金,,,,8,,,
,,看護専門学校費,,,,,239270,,,
,,,報酬,,,,6886,,,
,,,給料,,,,89467,,,
,,,職員手当等,,,,60147,,,
,,,共済費,,,,31447,,,
,,,報償費,,,,8995,,,
,,,旅費,,,,2054,,,
,,,需用費,,,,7714,,,
,,,役務費,,,,712,,,
,,,委託料,,,,16551,,,
,,,使用料及び賃借料,,,,12749,,,
,,,備品購入費,,,,1789,,,
,,,負担金、補助及び交付金,,,,759,,,
,清掃費,,,,3353784,,3463928,,,
,,清掃総務費,,,591947,,602842,,,
,,,報酬,,393,,262,,,
,,,職員手当等,,141996,,148517,,,
,,,,住居手当,1507,,,備考: 廃棄物処理業許可及び指導,,
,,,,通勤手当,6173,,,備考: 公共施設廃棄物収集運搬・処分,,
,,,給料,,,,233620,,,
,,,共済費,,,,78562,,,
,,,報償費,,,,1036,,,
,,,旅費,,,,345,,,
,,,需用費,,,,6044,,,
,,,役務費,,,,174,,,
,,,委託料,,,,133263,,,
,,,使用料及び賃借料,,,,632,,,
,,,備品購入費,,,,193,,,
,,,負担金、補助及び交付金,,,,194,,,
,,塵芥処理費,,,1850755,,2035748,,,
,,,報酬,,22858,,22479,,,
,,,,期末手当,3924,,,"備考: プラント運転管理 勤勉手当 481 ごみ焼却量 61,327ｔ 剪定枝資源化量 739ｔ",,
,,,共済費,,4632,,4322,,,
,,,,ごみ焼却余熱利用促進市町村等,25,,,備考: 連絡協議会負担金,,
,,,報償費,,3759,,3100,,,
,,,,会議、研修会出席者負担金,60,,,"備考: 002 新環境クリーンセンター焼却残渣資源化事業費 346,009 8 旅費 1,559 焼却残渣資源化量 6,100ｔ",,
,,,,環境保全協力金,3095,,,,,
,,,,費用弁償,1244,,,"備考: 003 収集管理費 621,726",,
,,,,普通旅費,140,,,"備考: 001 収集管理費 621,726",,
,,,,特別旅費,175,,,"備考: ごみ収集業務 可燃ごみ 42,000ｔ プラスチック製容器包装 1,814ｔ",,
,,,需用費,,22564,,20730,,,
,,,,燃料費,8352,,,,,
,,,,富士労働基準協会会費,8,,,,,
,,,,印刷製本費,410,,,,,
,,,職員手当等,,,,4761,,,
,,,旅費,,,,1301,,,
,,,役務費,,,,3067,,,
,,,委託料,,,,1959997,,,
,,,使用料及び賃借料,,,,4570,,,
,,,工事請負費,,,,1098,,,
,,,備品購入費,,,,320,,,
,,,負担金、補助及び交付金,,,,3469,,,
,,,積立金,,,,5359,,,
,,,公課費,,,,1175,,,
,,生活排水処,,,845809,,,,,
,,,報酬,,8991,,,,,
,,,職員手当等,,21634,,,,,
,,新環境クリ,,,65273,,,,,
,,,委託料,,65273,,,,,
,,生活排水処理費,,,,,767918,,,
,,,報酬,,,,9865,,,
,,,給料,,,,31002,,,
,,,職員手当等,,,,22901,,,
,,,共済費,,,,12173,,,
,,,旅費,,,,793,,,
,,,需用費,,,,6714,,,
,,,役務費,,,,28441,,,
,,,委託料,,,,373152,,,
,,,使用料及び賃借料,,,,13,,,
,,,工事請負費,,,,13640,,,
,,,備品購入費,,,,12850,,,
,,,負担金、補助及び交付金,,,,256374,,,
,,新環境クリーンセンター循環啓発棟費,,,,,57420,,,
,,,需用費,,,,2300,,,
,,,委託料,,,,55120,,,
,環境対策費,,,,1219419,,925484,,,
,,環境政策費,,,676081,,369343,,,
,,,報酬,,5791,,6949,,,
,,,職員手当等,,74395,,94608,,,
,,,給料,,,,144255,,,
,,,共済費,,,,49812,,,
,,,報償費,,,,3383,,,
,,,旅費,,,,497,,,
,,,需用費,,,,2842,,,
,,,役務費,,,,1145,,,
,,,委託料,,,,8197,,,
,,,使用料及び賃借料,,,,24,,,
,,,工事請負費,,,,180,,,
,,,負担金、補助及び交付金,,,,47410,,,
,,,積立金,,,,10041,,,
,,環境保全費,,,61047,,57534,,,
,,,旅費,,175,,250,,,
,,,,消耗品費,727,,,備考: 環境大気中有害物質調査,,
,,,,印刷製本費,237,,,備考: 工場大気立入検査及び指導,,
,,,,光熱水費,1244,,,,,
,,,,県大気測定局電気料負担金,58,,,,,
,,,,修繕料,1781,,,,,
,,,,会議、研修会出席者負担金,60,,,,,
,,,役務費,,1150,,522,,,
,,,報酬,,,,2406,,,
,,,職員手当等,,,,588,,,
,,,共済費,,,,454,,,
,,,需用費,,,,2385,,,
,,,委託料,,,,37574,,,
,,,使用料及び賃借料,,,,4115,,,
,,,工事請負費,,,,7000,,,
,,,備品購入費,,,,585,,,
,,,負担金、補助及び交付金,,,,1655,,,
,,自然保護費,,,13631,,15593,,,
,,,報酬,,2272,,2742,,,
,,,,期末手当,402,,,備考: 001 自然環境保全事業費 78,,
,,,,勤勉手当,50,,,備考: 自然公園法許可申請受付,,
,,,共済費,,432,,493,,,
,,,,普通旅費,24,,,,,
,,,,会議、研修会出席者負担金,28,,,,,
,,,,特別旅費,1,,,備考: 003 生物多様性地域戦略事業費 529,,
,,,需用費,,760,,627,,,
,,,,消耗品費,390,,,,,
,,,職員手当等,,,,606,,,
,,,旅費,,,,70,,,
,,,役務費,,,,488,,,
,,,委託料,,,,7515,,,
,,,使用料及び賃借料,,,,198,,,
,,,備品購入費,,,,654,,,
,,,負担金、補助及び交付金,,,,2200,,,
,,公害病補償,,,465506,,,,,
,,,報酬,,2952,,,,,
,,,職員手当等,,7258,,,,,
,,健康被害予,,,3154,,,,,
,,,報償費,,100,,,,,
,,,,普通旅費,12,,,,,
,,,,特別旅費,12,,,備考: 10 需用費 173,,
,,,,消耗品費,51,,,,,
,,,,印刷製本費,65,,,,,
,,,,医薬材料費,57,,,備考: 11 役務費 328,,
,,,,通信運搬費,52,,,,,
,,,,手数料,143,,,,,
,,,,保険料,133,,,"備考: 12 委託料 2,236",,
,,公害病補償給付費,,,,,479713,,,
,,,報酬,,,,3195,,,
,,,給料,,,,12030,,,
,,,職員手当等,,,,7397,,,
,,,共済費,,,,3991,,,
,,,報償費,,,,28,,,
,,,旅費,,,,235,,,
,,,需用費,,,,501,,,
,,,役務費,,,,11071,,,
,,,委託料,,,,983,,,
,,,負担金、補助及び交付金,,,,6,,,
,,,扶助費,,,,694,,,
,,,補償、補填及び賠償金,,,,439581,,,
,,,償還金、利子及び割引料,,,,1,,,
,,健康被害予防費,,,,,3301,,,
,,,報償費,,,,140,,,
,,,需用費,,,,461,,,
,,,委託料,,,,2700,,,
,病院費,,,,2233070,,,,,
,,病院事業費,,,2233070,,,,,
,,,負担金、補助,,1928944,,,,,
,,,,病院事業費負担金,276018,,,"備考: 24 積立金 304,126",,
,,,,介護老人保健施設事業費負担金,2680,,,"備考: 002 蒲原病院組合補助金 223,785 当年度欠損金見込分 003 新病院建設基金積立費 304,126 001 新病院建設基金積立事業費 304,126 新病院建設基金積立金",,
,上水道費,,,,8377,,,,,
,,上水道事業,,,8377,,,,,
,,,負担金、補助,,8377,,,,,
,,,,消火栓等水道使用負担金,5717,,,"備考: 負担金 8,377 水道職員児童手当相当額負担金 2,660",,
,衛生費,,,,,12000000,,,,
,,衛生費,,,,12000000,,,,
,,,衛生費,,,12000000,,,,
労働費,,,,,272120,500000,159963,,,
,労働費,,,,272120,500000,159963,,,
,,労政費,,,111568,,132209,,,
,,,報酬,,1072,,1343,,,
,,,職員手当等,,11650,,12860,,,
,,,,連合静岡メーデー補助金,100,,,"備考: 4 共済費 6,065 004 労働統計調査事業費 658",,
,,,報償費,,389,,867,,,
,,,,費用弁償,78,,,備考: 学生と企業の交流イベント開催,,
,,,,普通旅費,47,,,備考: 複業人材活用導入支援,,
,,,需用費,,536,,611,,,
,,,,富士地区合同企業ガイダンス補助金,700,,,,,
,,,,インターンシップ支援補助金,48,,,"備考: 消耗品費 123 中小企業等奨学金返還支援補助金 4,240 印刷製本費 413 004 技能振興費 1,023 001 技能者表彰事業費 378 11 役務費 2 技能功労者・優秀技能者表彰",,
,,,,会議、研修会出席者負担金,3,,,,,
,,,,保険料,2,,,,,
,,,給料,,,,19614,,,
,,,共済費,,,,6523,,,
,,,旅費,,,,140,,,
,,,役務費,,,,88,,,
,,,委託料,,,,20324,,,
,,,負担金、補助及び交付金,,,,69839,,,
,,勤労者総合,,,132864,,,,,
,,,需用費,,2173,,,,,
,,,,光熱水費,1968,,,,,
,,,,修繕料,200,,,"備考: 12 委託料 14,270 13 使用料及び賃 21 借料 14 工事請負費 116,400",,
,,高齢者就業,,,27688,,,,,
,,,需用費,,1742,,,,,
,,労働費,,,,500000,,,,
,,,労働費,,,500000,,,,
,,高齢者就業費,,,,,27754,,,
,,,需用費,,,,1498,,,
,,,委託料,,,,3252,,,
,,,使用料及び賃借料,,,,4,,,
,,,負担金、補助及び交付金,,,,23000,,,
農林水産業費,,,,,978051,1500000,1010897,,,
,農業費,,,,555203,,575433,,,
,,農業委員会,,,45945,,,,,
,,,報酬,,11927,,,,,
,,,職員手当等,,8941,,,,,
,,,,当 県農業委員会ネットワーク機構会費,669,,,"備考: 休日勤務手当 50 富士地区農業委員会協議会負担金 206 期末手当 4,030 富士地区農業委員会職員協議会負担金 40 勤勉手当 3,021 002 農地利用集積活動事業費 84 農地利用集積活動事業 4 共済費 5,641 7 報償費 10 8 旅費 118",,
,,,,費用弁償,85,,,,,
,,,,普通旅費,33,,,備考: 10 需用費 780,,
,,,,消耗品費,601,,,,,
,,,,食糧費,6,,,,,
,,,,印刷製本費,173,,,備考: 11 役務費 51,,
,,,,通信運搬費,31,,,,,
,,農業総務費,,,105307,,96889,,,
,,,報酬,,2778,,3244,,,
,,,職員手当等,,32534,,31150,,,
,,,,扶養手当,341,,,,,
,,,,地域手当,1569,,,,,
,,,,住居手当,1345,,,,,
,,,,通勤手当,1080,,,,,
,,,,時間外勤務手,5000,,,備考: 当,,
,,,,休日勤務手当,330,,,,,
,,,,期末手当,12231,,,,,
,,,,勤勉手当,9841,,,"備考: 4 共済費 18,512 8 旅費 162",,
,,,,費用弁償,125,,,,,
,,,,普通旅費,37,,,,,
,,,給料,,,,46318,,,
,,,共済費,,,,15971,,,
,,,旅費,,,,151,,,
,,,需用費,,,,55,,,
,,農業振興費,,,53981,,45886,,,
,,,報酬,,5389,,5967,,,
,,,,期末手当,1089,,,備考: 農用地管理システム保守・データ更新,,
,,,,勤勉手当,134,,,"備考: 002 担い手育成総合支援事業費 3,170",,
,,,共済費,,1163,,1161,,,
,,,,新規就農者育成総合対策,3000,,,備考: 経営開始資金補助金,,
,,,報償費,,262,,262,,,
,,,,農業再生協議会負担金,170,,,"備考: 003 農業経営支援事業費 4,941 8 旅費 519",,
,,,,農業制度資金利子補給金,234,,,,,
,,,,環境保全型農業直接支払補助金,2652,,,,,
,,,,費用弁償,276,,,,,
,,,,茶園転換支援事業補助金,930,,,,,
,,,,普通旅費,141,,,備考: ６次産業化促進支援事業補助金 350,,
,,,,特別旅費,102,,,,,
,,,,農業経営ＧＡＰ認証取得支援補助金,100,,,,,
,,,需用費,,597,,600,,,
,,,,落葉果樹及びかんきつ類,675,,,"備考: 特産化支援補助金 004 農地中間管理事業費 8,114",,
,,,,消耗品費,311,,,,,
,,,,地域集積協力金,7720,,,,,
,,,,燃料費,7,,,"備考: 005 農業団体支援事業費 5,227",,
,,,,印刷製本費,279,,,,,
,,,,農業振興活動事業補助金,2400,,,,,
,,,役務費,,672,,752,,,
,,,,県農業共済組合負担金,2792,,,,,
,,,,各種団体負担金,35,,,"備考: 通信運搬費 656 006 水田営農振興事業費 821 筆耕翻訳料 16 確認野帳管理 007 茶業推進事業費 13,916",,
,,,職員手当等,,,,1448,,,
,,,旅費,,,,461,,,
,,,委託料,,,,1880,,,
,,,使用料及び賃借料,,,,533,,,
,,,負担金、補助及び交付金,,,,32822,,,
,,畜産業費,,,81,,42,,,
,,,旅費,,10,,9,,,
,,,需用費,,,,17,,,
,,,負担金、補助及び交付金,,,,16,,,
,,土地改良費,,,255222,,279813,,,
,,,給料,,16655,,17724,,,
,,,,扶養手当,480,,,"備考: 県営江尾江川河川改修事業 地域手当 515 用地取得 Ａ＝2,848㎡ 住居手当 336 農道台帳管理事業負担金 30 通勤手当 461 県土地改良事業団体連合会負担金 254 時間外勤務手 1,730 各種団体負担金 60",,
,,,,当 会議、研修会出席者負担金,30,,,"備考: 休日勤務手当 50 003 団体営土地改良費 38,058 期末手当 3,890 001 農業基盤整備事業費（中川） 38,058 勤勉手当 3,170 排水路工 Ｌ＝50ｍ 用地取得 Ａ＝300㎡ 4 共済費 5,379 004 県営土地改良事業負担金 5,000",,
,,,旅費,,42,,33,,,
,,,,浮島土地改良区事務費補助金,1900,,,備考: 10 需用費 182,,
,,,,富士東部土地改良区事務費補助金,6340,,,"備考: 002 農業施設管理助成費 20,273",,
,,,職員手当等,,,,12436,,,
,,,共済費,,,,5871,,,
,,,需用費,,,,166,,,
,,,委託料,,,,3300,,,
,,,工事請負費,,,,52000,,,
,,,負担金、補助及び交付金,,,,180130,,,
,,,補償、補填及び賠償金,,,,8120,,,
,,,積立金,,,,33,,,
,,農業施設管,,,94667,,,,,
,,,旅費,,62,,,,,
,,,,消耗品費,137,,,"備考: 003 農免富士川線落石防止柵設置事業費 7,900",,
,,林業総務費,,,55951,,,,,
,,,給料,,26099,,,,,
,,,,管理職手当,797,,,,,
,,農業委員会費,,,,,49752,,,
,,,報酬,,,,11853,,,
,,,給料,,,,18397,,,
,,,職員手当等,,,,10985,,,
,,,共済費,,,,6091,,,
,,,報償費,,,,5,,,
,,,旅費,,,,188,,,
,,,需用費,,,,416,,,
,,,役務費,,,,28,,,
,,,委託料,,,,883,,,
,,,負担金、補助及び交付金,,,,906,,,
,,農業施設管理費,,,,,103051,,,
,,,旅費,,,,47,,,
,,,需用費,,,,18699,,,
,,,役務費,,,,1343,,,
,,,委託料,,,,17135,,,
,,,工事請負費,,,,62700,,,
,,,原材料費,,,,570,,,
,,,公有財産購入費,,,,150,,,
,,,備品購入費,,,,2329,,,
,,,負担金、補助及び交付金,,,,78,,,
,林業費,,,,419903,,432880,,,
,,林業振興費,,,191936,,219036,,,
,,,報酬,,2454,,2812,,,
,,,職員手当等,,,,690,,,
,,,共済費,,,,511,,,
,,,報償費,,,,56,,,
,,,旅費,,,,401,,,
,,,需用費,,,,907,,,
,,,役務費,,,,1676,,,
,,,委託料,,,,73170,,,
,,,使用料及び賃借料,,,,314,,,
,,,工事請負費,,,,1192,,,
,,,原材料費,,,,1459,,,
,,,負担金、補助及び交付金,,,,56824,,,
,,,積立金,,,,79024,,,
,,林道維持修,,,36251,,,,,
,,,旅費,,12,,,,,
,,,委託料,,22000,,,,,
,,,,会議、研修会出席者負担金,1,,,備考: 18 負担金、補助 1 及び交付金,,
,,,,負担金,1,,,,,
,,林業施設整,,,94373,,,,,
,,,給料,,8580,,,,,
,,,,扶養手当,378,,,備考: 舗装 Ｌ＝640ｍ Ｗ＝5.0ｍ,,
,,,,地域手当,269,,,"備考: 002 間門線舗装事業費 11,720",,
,,,,通勤手当,178,,,,,
,,保健休養林,,,41392,,,,,
,,,旅費,,42,,,,,
,,林業総務費,,,,,61191,,,
,,,給料,,,,28128,,,
,,,職員手当等,,,,20205,,,
,,,共済費,,,,9887,,,
,,,報償費,,,,360,,,
,,,旅費,,,,101,,,
,,,需用費,,,,22,,,
,,,委託料,,,,48,,,
,,,原材料費,,,,105,,,
,,,負担金、補助及び交付金,,,,2335,,,
,,林道維持修繕費,,,,,48482,,,
,,,旅費,,,,13,,,
,,,委託料,,,,25303,,,
,,,工事請負費,,,,21785,,,
,,,原材料費,,,,1380,,,
,,,負担金、補助及び交付金,,,,1,,,
,,林業施設整備費,,,,,78521,,,
,,,給料,,,,8529,,,
,,,職員手当等,,,,6756,,,
,,,共済費,,,,3178,,,
,,,旅費,,,,102,,,
,,,需用費,,,,1280,,,
,,,委託料,,,,1300,,,
,,,使用料及び賃借料,,,,72,,,
,,,工事請負費,,,,40980,,,
,,,備品購入費,,,,100,,,
,,,負担金、補助及び交付金,,,,16224,,,
,,保健休養林費,,,,,25650,,,
,,,需用費,,,,6136,,,
,,,役務費,,,,264,,,
,,,委託料,,,,14200,,,
,,,工事請負費,,,,5000,,,
,,,負担金、補助及び交付金,,,,50,,,
,水産業費,,,,2945,,2584,,,
,,水産業振興,,,2945,,,,,
,,,旅費,,16,,,,,
,,,,水産振興推進協議会補助金,500,,,,,
,,,,漁業近代化資金利子補給補助金,551,,,,,
,,,,消耗品費,4,,,,,
,,,,各種団体負担金,123,,,,,
,,,,光熱水費,114,,,備考: 002 水産資源確保育成事業費 294,,
,,,,修繕料,70,,,,,
,,,,富士川下流市連絡会負担金,111,,,,,
,,水産業振興費,,,,,2584,,,
,,,旅費,,,,35,,,
,,,需用費,,,,184,,,
,,,委託料,,,,1293,,,
,,,負担金、補助及び交付金,,,,1072,,,
,農林水産業費,,,,,1500000,,,,
,,農林水産業費,,,,1500000,,,,
,,,農林水産業費,,,1500000,,,,
商工費,,,,,3384221,8000000,5525329,,,
,商工費,,,,3384221,8000000,5525329,,,
,,産業政策総,,,379367,,,,,
,,,報酬,,4385,,,,,
,,,職員手当等,,130760,,,,,
,,,,通勤手当,3940,,,,,
,,,,時間外勤務手,27720,,,備考: 当,,
,,,,休日勤務手当,1000,,,,,
